,IMDB,RT,Direccion,Guión,Argumento,Duración,Título
159,7.5,--,Marcelo Brigante,Fredy Torres,"Vera lives in Argentina in 1978 during a dictatorial government. She is being persecuted. Ariel lives in the same apartment as Vera, but in 1996. Their telephone lines connect in between times and a very special story develops between them.",18m,Historias Breves I I: Líneas de teléfonos
160,--,--,Robert Chemtob,Maryanne Melloan Woods,A frustrated butcher is unable to change his life until an angelic non English speaking employee is foisted upon him.,20m,Meats & Jesus
161,--,--,Jeff Craddock,Billy Smith,,15m,"Sweet Dreams, Kid"
162,--,--,Elsa BruxelasRicardo Rezende,Elsa Bruxelas,,43m,O Homem do Comboio
163,7.8,--,Sylvain Chomet,Sylvain ChometDavid FreedmanAlan Gilbey,"In seductive central Paris, an undernourished gendarme willing to go to great lengths to feed himself hatches a desperate, yet utterly cunning plan.",21m,La vieille dame et les pigeons
164,--,--,Zaza Chachkhiani,Gogita Chkonia,,20m,Knot
165,6.8,--,Jessica Yu,Jessica Yu,"A middle-aged man sets the table for two. His sister drops by to give him their late mother's wedding ring, and flowers for the table for this special night. He changes his clothes several times and tries out various ways to propose marriage.",8m,Better Late
166,5.4,--,Mollie Jones,Mollie Jones,"Nan, seventeen, wakes up alone in a motel room and wonders how she got there. The events of the preceding night come back to her on the subway ride home: a vicious argument between her parents, a one night stand and finally a betrayal.",11m,Debutante
167,6.5,--,Pituka Ortega-Heilbron,Pituka Ortega-Heilbron,"While attending a dear friend's funeral, a woman remembers her childhood and her uncle Tomás who protected her from a neighbor that molested her.",28m,El mandado
168,--,--,Fátima Ribeiro,Fátima RibeiroManuel da Fonseca,,14m,A Testemunha
169,7.0,82%,Lynne Ramsay,Lynne Ramsay,"It's the Christmas season. With her mom's help, Lynne, a girl of perhaps eight, dresses up; her younger brother Steven plays with a toy car. The children leave with their dad, who's affectionate with them. They walk down a railroad track where an unkempt woman waits with two children, about the same age as Lynne and Steven. The children go with them. They're all heade... Read all",15m,Gasman
170,6.3,--,Ellie Lee,--,The testimonies of rape victims are set against charcol-drawn animation concepts and techniques.,7m,Repetition Compulsion
171,4.5,--,Caroline Strubbe,Gilbert DalemansJan DalemansCaroline Strubbe,Black and white silent film dealing with the death of Rudolph Valentino as perceived by a deaf elevator operator (liftboy) who's become fascinated with him.,40m,Taxi Dancer
172,8.1,--,Reza Parsa,Reza Parsa,,15m,Den 8:e sången
173,6.5,77%,Bruce Neibaur,Bruce NeibaurJohn Pielmeier,"Egypt is and ever was a place of mystery. Many rumors spread around the great Pyramids of Gizeh. Here, an old Egyptian is asked by his granddaughter about those mysteries of which we all heard in one way or the other.",39m,Mysteries of Egypt
174,7.3,--,Miles Hood Swarthout,Glendon SwarthoutMiles Hood Swarthout,"Dottie and Madge are friends that share something in common... they are both widows of golfers. When they get together at their country club, they're other girlfriend can't make it. Dottie and Madge order martinis. Madge tells Dottie that they have to get drunk to be brave. Dottie doesn't understand what she means but still keeps ordering the drinks. After Dottie unin... Read all",23m,Mulligans!
175,6.5,--,René CastilloAntonio Urrutia,René CastilloAntonio Urrutia,"One night in the city. A man attempts to commit suicide from the upper level of a tall building. His action is closely watched by a cowboy and a pin-up girl, both characters on two billboards over the neighbouring buildings.",4m,Sin sostén
176,7.3,--,Piet Kroon,Piet Kroon,"A passionate love story in the 1920s, told through a series of flashbacks around the world.",12m,T.R.A.N.S.I.T.
177,4.9,--,Jin Ishimoto,Elizabeth Gilek,"Based on a true story, a young man struggles to understand his student-radical Mum who is still stuck in the ideals of the 1960's. She quits a high-paying job wanting to travel to Vietnam, while her son is immersed in business studies and being practical about everything.",24m,Candle Smoke
178,--,--,Abner Pastoll,Abner Pastoll,An ancient myth becomes reality when a playful demon is unleashed.,12m,The Sand One
179,--,--,Adam Guzinski,Adam Guzinski,A story about the absence of the father in the life of a 13-year-old boy.,16m,Jakub
180,7.5,81%,George Hickenlooper,Billy Bob Thornton,"Twenty-five years after commiting a double murder, Karl Childers is going to be released from an institution for the criminally insane. A local reporter comes to talk to him, and after some fussing about her gender, the institution's director lets her talk to Karl (after all, he'll have to talk to women after his release). Karl talks about his life leading up to the c... Read all",25m,Some Folks Call It a Sling Blade
181,5.7,--,Shane Meadows,Shane Meadows,Add a plot,12m,"Where's the Money, Ronnie?"
182,5.7,--,Pedro Caldas,Jacinto Lucas Pires,,14m,É Só Um Minuto...
183,--,--,Christine Yoo,Christine Yoo,An Asian American teenage girl comes of age in America's South. Set in mid-1980's.,--,Yellow Belle
184,--,--,Carlos Muguiro,Clara Pérez Escrivá,,30m,Vínculo
185,--,--,Jeff Koehler,Jeff Koehler,,--,Freakshow
186,--,--,Guy-Philippe Bertin,Guy-Philippe Bertin,"Behind the closed doors of the boardroom of a commercial bank. Dutillard, computer programmer of the company has embezzled 100 million and produced an adaptation of Chekhov's Three Sisters. Overwhelmed at first, the bankers are going to turn out to be formidable producers, driven wild by the body of the main actress.",30m,Les trois soeurs
187,6.7,47%,Asham Kamboj,Asham Kamboj,Add a plot,30m,Rent
188,8.2,--,Andrea Kiss,Andrea KissErvin Lázár,"The ugliest man in the world is constantly mocked and maltreated by the others in a devious little village where he lives. Embittered and desperate, he wonders why he was born with such a curse. On the suggestion of his neighbor, he starts to blame the Fairy with Seven Heads, and decides to take revenge on her.",11m,The Fairy with the Seven Heads
189,6.5,--,Dover Koshashvili,Dover Koshashvili,"Zaza, a kid from a family who have recently immigrated to Israel, steals money from his parents' closet. Zara wants to buy a card for his album collection, like all the other children in the area. His father refuses to accept such behaviour from a member of the family and wants Zara to confess. To test Zaza's conscience he is forced to punish Zara's younger brother Da... Read all",29m,Im Hukim
190,6.1,--,Peter Sullivan,Peter Sullivan,"A reformed thief must choose between the new life that he has for himself, and the life of his estranged son, who needs his help with a robbery.",26m,The Good Man's Sin
191,6.1,--,Erik Paesel,Natasha EstradaClifford HugoJohn Sylvain,Add a plot,15m,Zoltar from Zoron
192,--,--,Meret Burger,Meret Burger,"Beim Versuch, mit Spaziergängen ihre Vergangenheit zu bewältigen, wird eine unnahbare junge Frau mit einem lebenslustigen, jedoch unheilbar kranken Jungen konfrontiert. In Rückblenden erschließen sich glückliche Momente und der tragische Unfalltod ihres Freundes. Als die Frau sich entschließt, sich der Gegenwart zu öffnen, wird auch der Junge zur Vergangenheit - hinte... Read all",20m,Julias Spaziergang
193,7.0,85%,Jeff Stark,Jeff Stark,"One fine day, a solitary man walking alone on a deserted beach, minding his own business, suddenly discovers a delicious chocolate éclair just lying there. Looking around to see if the coast is clear the man decides to eat the cake...",5m,Desserts
194,--,--,Peter LoGreco,Peter LoGreco,,13m,Running Still
195,5.2,--,Vicente Canabarro,Gustavo BlankVicente CanabarroGustavo Mittelmann,"History of a depressed young man who breaks up with his girlfriend, gets robbed and kills himself.",5m,Viagem de Natal
196,--,--,Chad Galster,Chad Galster,,16m,The Inquisition
197,7.0,--,Andrew Soo,Andrew Soo,,10m,Liu Awaiting Spring
198,7.7,--,Hana C. Ogawa,Timilee RomoliniRichard CoxCarlton Wilborn,"This is a Cabaret-esque musical drama about a fading starlet, Betty, who has to face reality-and herself-when she finds her ""future"" in the arms of another.",13m,The Velvet Club
199,6.4,74%,Paul Lee,Paul Lee,An offering is passed repeatedly between a Japanese monk and a young novice as their relationship evolves from their initial encounter through their final parting.,10m,The Offering
200,--,--,April Lynn Claytor,April Lynn Claytor,,--,Bloom
201,6.0,--,Bernhard Landen,Bernhard Landen,,14m,Killer
202,6.8,--,Aurel KlimtDerek Shea,Benoit BeaulieuDaniil KharmsAurel Klimt,"A bizarre, even absurd puppet film full of black humor that will completely shock you while making you laugh. It presents a day on a gray Moscow street during which life and death are treated rather cavalierly passersby watch with their own personal interest while an old man hangs onto the edge of a roof. In the meantime, the mishap of several old hags and an unfortun... Read all",15m,Pád
203,6.5,--,Olivier Smolders,Olivier Smolders,"While shooting a family movie in Venice, a filmmaker wonders how family images play a part in love and death stories.",25m,Mort à Vignole
204,7.1,89%,Farhad Yawari,Farhad Yawari,"Lara is only able to escape from the harshness of the mental hospital by submerging herself in a dream world inspired by her goldfish bowl. This world is filled with the magic of the sea, beautiful, ethereal sounds and her love of dolphins. In the clinic, her imagination is largely suppressed, especially by an envious senior nurse. Only Jacob, a young orderly, is slow... Read all",41m,Dolphins
205,7.8,--,Syllas Tzoumerkas,Syllas Tzoumerkas,Add a plot,23m,Ta matia pou trone
206,--,24%,Sam Toy,Nick ToySam Toy,"March, 1970. As one of their number tries to pluck up the courage to jump off the landmine he has stepped on, a group of Australian soldiers begin to argue and divide over how much precious time to afford him.",14m,Loser
207,--,--,Arild Andresen,Alexander BeyerTone Danielsen,,7m,Mary
208,--,--,Marcos Manhães Marins,Marcos Manhães Marins,,15m,Chateaubriand - Cabeça de Paraíba
209,--,--,Ayanna Floyd,Ayanna Floyd,An unhappy country music disc jockey's life changes when she meets a man in a convenience store.,23m,Nights
210,6.0,--,Christopher Gotschall,Chad LindseyBenjamin SprungerPaul Stovall,"Jamie, an aspiring photographer and clumsy romantic, falls for his friend William, a pre-med student who's involved in a long-term relationship with an older man. Shared dance lessons and shared wine lead to shared beds. William wants Jamie but won't leave his partner. Confronting William and confronted by William's partner, Jamie begins to sort out the difference bet... Read all",21m,Caught
211,--,--,Sebastián LelioMarialy Rivas,Sebastián LelioMarialy Rivas,"Technoculture and social restrictions, in Santiago de Chile, at the end of the millenium.",--,Smog
212,6.6,--,S. Leo Chiang,S. Leo Chiang,"The Kid has no money, no place to live and nowhere to go. He's done more than he cares to admit just to survive on the streets.The Man has lost the one he loved. He is losing his eyesight. He's selling all his possessions so nothing will be left to lose. Both are trapped, each alone until Fate brings them together one windy autumn night.",15m,Safe Journey
213,7.4,--,Trac Vu,Trac Vu,Add a plot,18m,Among Others
214,6.2,--,Grant Barbeito,Grant Barbeito,A man prepares his suicide up to the point of perfection.,6m,Ruben
215,5.0,--,Pedro Caldas,Jorge Silva Melo,,7m,O Pedido de Emprego
216,6.2,--,Phillip Barker,Phillip Barker,Add a plot,22m,Soul Cages
217,7.0,--,Mitch Levine,Arthur Lorenz,"Joshua and his father are among the Jewish prisoners in a concentration camp. When the assistant leader of their work crew is gunned down by mistake, the sadistic leader offers Joshua his place. He takes it, but at what price to his heritage and family?",24m,Shadows
218,6.6,--,Imogen Murphy,Imogen Murphy,"Marty is very short; but he's neither nasty nor brutish, he's a genuinely nice guy, rich in friends but solitary in the game of love. Women, as he says, are over his head; he's out of their picture. Then, he meets Alison, and on a hike up a fairly steep mountain, he shows his down-to-earth courtesy, and she notices his eyes. Life, like Marty, is short. Has he met his ... Read all",10m,Short
219,5.2,--,Anne Wheeler,Anne Wheeler,,5m,Legs Apart
220,6.3,--,Tom Tykwer,Tom Tykwer,Add a plot,34m,Because
221,6.7,--,Alain Guiraudie,Alain Guiraudie,Night after night a watchman hunts for a man who has been repainting the town in the color red.,11m,Straight Ahead Until Morning
222,9.4,--,Dmitri Frolov,Dmitri Frolov,"This is an attempt to penetrate info poetic world of russian poet Alexander Blok (1880-1921) using cinematographic means of that time. A film was shot at Ozerki (near St.Petersburg)-his beloved place. Being poetical and philosophical reflection of a perception of Blok's poetry, the film at the same time renders an atmosphere of legendary ""Silver Age"" of russian poetry... Read all",10m,Above the Lake
223,--,83%,Philipp Virus,Alec EmpirePhilipp Virus,,7m,The Report
224,7.8,92%,Michael Dudok de Wit,Michael Dudok de Wit,"A father says goodbye to his young daughter. Time passes and the daughter moves through life age by age, but within her there is always a deep longing for her father.",8m,Father and Daughter
225,6.6,--,Duncan Tucker,Duncan Tucker,A reserved young man meets an impulsive stranger on a secluded beach. Their brief friendship leaves each subtly changed.,20m,The Mountain King
226,7.7,--,Garri Bardin,Garri Bardin,The animated story of a leader and innovator who is undone by the distorted actions of the followers.,10m,Adazhio
227,7.2,--,Fernando Altamirano,Iréne Eltebo,,18m,Gropen
228,6.7,--,Marco Della Fonte,Giuseppe ClozaMarco Della Fonte,,15m,Sesso annunciato
229,6.6,--,Vasilis Douvlis,Vasilis DouvlisTheofano Kalogianni,Add a plot,22m,O veteranos
230,--,--,Tom Hritz,Thomas Hritz,,16m,Dead Plumbers
231,--,--,Olivier Bourbeillon,Marie HéliaOuti Nyytäjä,"Autumn 1883, the coast of Brittany. Seeking artistic inspiration, three young Finnish painters arrive. Among them is Heleena, tired of painting only shores, cliffs and landscapes. Then, far off on the beach, a young rider bathes his horse.",13m,A Woman in the Street
232,--,--,Vicky Shen,Vicky Shen,"A crying baby is left out of a hidden shelter, and ironically saves his own life when the shelter is blown-up by American soldiers in Vietnam. The baby is brought to America only to become a soldier in another generation of war.",9m,The Killing Seasons
233,--,--,Marina Estela Graça,--,,6m,Interstícios
234,6.8,--,Marie Paccou,Marie Paccou,One day a man entered my belly...,5m,Un jour
235,7.4,--,Virgil Widrich,Virgil Widrich,"Unknowingly, a copy shop employee sets off a bizarre series of events with utterly unforeseen consequences.",12m,Copy Shop
236,5.7,--,Scott MansfieldBert Van Bork,O. HenryScott Mansfield,A romantic tale of a young married couple who have little money to buy each other Christmas presents. And so she cuts off and sells her beautiful hair.,20m,The Gift of the Magi
237,6.7,--,Ione Hernández,Ione Hernández,"A magical realism love tale about the final family reunion in the cursed town of AIZEA, seven years after a husband and father was taken away by the wind.",29m,Aizea: City of the Wind
238,6.6,--,Louise Archambault,Louise Archambault,Add a plot,32m,Atomic Saké
239,--,--,Vera Amaral,Vera Amaral,"Mr. Tirotino, an american director, arrives at Lisbon to shoot his new feature film. A portuguese film company (Killas Films) kidnap the famous director to show him scene crime and how movies are made in Portugal. A naif road movie shows a discussion about european and american cinema and all references, such as Tarantino and Godard movies, that inspires this particul... Read all",22m,Film Lovers Are Sick People
240,6.9,--,Alex Chapple,Daniel BossinRobin BuddNeve Campbell,The life and loves of artist and critic John Ruskin.,14m,The Passion of John Ruskin
241,6.3,--,Darlene Johnson,Darlene Johnson,Add a plot,--,Two Bob Mermaid
242,7.6,--,Kunihiko Yuyama,Takeshi ShudôSatoshi TajiriJunichi Masuda,"The tragic story of how Dr. Fuji became a Team Rocket scientist and created Mewtwo. This is a prologue to the ""Mewtwo Returns"" special (internationally); originally a prologue to the ""Mewtwo Strikes Back"" movie (Japan only).",10m,Pocket Monsters: The Birth of Mewtwo
243,--,--,Jong-kwan Kwon,Jong-kwan Kwon,,22m,Uncle 'Bar' at Barbershop
244,6.6,--,Ari Gold,Ari Gold,"In the aftermath of a helicopter crash, a young man tries to remember his mother's face. An autobiographical tale of love, rock'n'roll, and loss.",21m,Helicopter
245,6.8,--,Brian Percival,Julie Rutterford,A girl tells the story of her life and hopes for the future.,9m,About a Girl
246,7.2,--,Pjotr Sapegin,Berit Reiss-Andersen,"ARIA. Inspired by Puccini's opera Madame Butterfly, this exquisite stop-motion film by Canadian director Pjotr Sapegin relates the eternal and heartbreaking tale of unrequited love.",11m,Aria
247,7.7,--,Slawomir Fabicki,Slawomir Fabicki,"13-year-old Bartek tries desperately to hide the fact that his father beats him. Lonely and with no support from his mother or his school, tyrannised by his soccer coach, the boy finds his only friend in an old dying stray dog.",26m,Meska sprawa
248,5.9,57%,Sean H.A. Gallagher,Sean H.A. Gallagher,,9m,Fuck
249,--,--,Lidia Estrada,Lidia Estrada,A jaded kindergarten teacher is reminded of what it means to care when a young Spanish-speaking girl joins her class.,10m,First Days
250,--,--,Thanassis Sarantos,Thanassis Sarantos,A cold night in a metropolis somewhere between the past and the future. An unexpected love story.,9m,Give Me the Rose and the Glove
251,--,42%,Luke Mayze,Rob Jenkins,"The story of a life Wasted. Dylan is a young man who appears to have the world at his feet. He's the star of his rugby football team with both National & International teams waiting to sign him. He has a girlfriend who loves him and a family who adore him. He's talented, good looking and well educated. However at an end of year football party, Dylan makes a choice all... Read all",19m,Wasted
252,8.8,--,Marko Nabersnik,Marko Nabersnik,"Pavle is a student of biology. He plays chess and lives alone with his mother. One day he meets Marija, a gentle girl who is exactly like him, lonely and yearning for love. An honest emotion and the beginning of a happy life together are born, but only until his cruel mother starts to interfere.",18m,Pavle
253,--,--,Elmar Podlasly,Meike GötzElmar Podlasly,,--,Kurzer Ausflug
254,--,76%,Zane Roach,Zane Roach,,14m,Dark City
255,--,--,Pedro Baptista,Pedro Baptista,"Three young friends, Henrique, João and Sara, are spending an afternoon at the Popular Fair. Between the Play Room and the Ghost Train they will live the misadventures of the beginning of teenage hood and the discovery of love. Life is a merry-go-round where you have to learn to walk.",15m,O Beijo
256,7.7,--,Jared Micah Herman,Jared Micah Herman,"It is the end of World War II. The Reich is crumbling; the Russians are advancing. Only the shadows of men still remain. Into this silence, into these woods, two boys escape the guns of the death marches for an even deadlier journey--finding a way home. But they are not alone. Out of the chaos emerge two stray German soldiers retreating from the front lines. Trapped i... Read all",23m,Empty
257,6.4,46%,Ivan Sen,Ivan Sen,Add a plot,34m,Wind
258,7.4,--,Jorge Gaggero,Jorge GaggeroScott Barkman,,22m,The Secret Sea
259,6.7,--,Jennifer Ussi,Jennifer Ussi,"Christian Savage, a twelve-year-old farm boy, spends his childhood years with Nyadze, the son of his mother's Zulu domestic worker. Although they are from different cultures, life is one big adventure for the two best friends as they explore rural Africa. Doubts grow in Christian as he questions the values of his family and church until one day his friend's beliefs ar... Read all",18m,The Unique Oneness of Christian Savage
260,6.3,--,William Kentridge,--,Add a plot,9m,"Sobriety, Obesity & Growing Old"
261,--,77%,Sonali Fernando,Sonali Fernando,An Asian woman engages her inner goddess to create a stunning oasis in a grey tower block.,--,Shakti
262,5.5,--,Frank Mosvold,Frank Mosvold,A boy is torn between love and religion.,12m,Forsaken
263,--,--,Salvatore Mereu,Salvatore MereuDeborah Belford de Furia,"An old man spruces up for a big night out. He brings a young prostitute home. He undresses and slips under the covers. She doesn't seduce him, but plays the violin for him. Magically his squalid room transforms into memories of his youth and a night of joy and music.",15m,Notte rumena
264,6.7,--,Frank Mosvold,Tor Fretheim,When a new boy moves into the area Cecilie and Peter's friendship is changed.,22m,A Kiss in the Snow
265,6.5,--,Debbie Isitt,John Martin Johnson,"A wasp exterminator travels to a large stately home to deal with a wasp infestation problem. However when he arrives he is greeted by a dysfunctional, hate filled family that attacks each other with spite and hurtful remarks. He reassesses his feelings towards the wasps that only sting in self defence.",10m,Wasps
266,--,--,Frank Mosvold,--,A young man struggles with his sexuality. He is torn between his need to come out and his need for parental approval.,--,C-l-o-s-e-r
267,--,--,Michael Hewitt,Michael Hewitt,"An elderly woman awakes on a Sunday morning at 7:30, but stays in bed. While in bed she stares around her room and dozes, reminiscing about her past # the loss of her friends, her husband leaving her and the moving out of her children from Northern Ireland to start lives in Canada.",15m,Still Life
268,--,--,Ian Fitzgibbon,Ian FitzgibbonStephen Tredre,"Poet Stephen lies in a hospital bed. He is on medication and drifts in and out of consciousness regularly. When out, he dreams and when he is awake he is surrounded by death and hysteria that confuse him as to whether he can possibly be awake or asleep.",14m,Between Dreams
269,--,--,Jim Hollenbaugh,Jim Hollenbaugh,,26m,A Fix and a Kiss
270,7.4,--,Teresa Fabik,Teresa Fabik,"On a fateful summer's night in the 1930's, Karl has to make a crucial choice that the rest of his life will depend upon. A choice between courage and cowardice, between being successful - or being himself. In the year 2000 Karl has grown old. Thinking back to that critical moment long ago, he realizes he made the wrong choice. He decides to set things right before it ... Read all",14m,En sista vals
271,7.8,--,Gerrit van Dijk,William S. BurroughsMichael HelmerhorstGerrit van Dijk,1920s mobster Dutch Schultz's dying words presented in the abstract.,24m,The Last Words of Dutch Schultz
272,5.2,--,Brian Sloan,Brian Sloan,"Craig wants to be boyfriends, Gary wants to be ""just friends.""",22m,Bumping Heads
273,6.9,--,Tsai Ming-liang,Tsai Ming-liang,A girl (Shiang-chyi Chen) looks for a street vendor in Taipei. But she can't find him since the Skywalk is Gone.,25m,The Skywalk Is Gone
274,7.3,--,Lucía Cedrón,Ana CelentanoPablo CedrónJuana Lanzi,Add a plot,15m,En ausencia
275,7.7,--,Anuj Majumdar,Anuj Majumdar,"A whimsical tale about the domino effect of our actions, ""Equation"" revolves around a lonely astronomer who convinces himself that his neighbor is selling visas to illegal immigrants for sex/money. He decides to investigate bus his obsessive mission turns out to be as surprising as it is self-defeating.",16m,Equation
276,6.5,--,Frank Mosvold,Frank Mosvold,Mads and Kristian spend a summer weekend with their girlfriends at a summerhouse by the sea. When Mads and his girlfriend have a fight we find that Mads may love someone else more.,25m,Summer Blues
277,7.1,86%,Makoto Shinkai,Makoto Shinkai,The love of Japanese high school students Mikako Nagamine and Noboru Tera is tested when Mikako is sent to fight aliens in a distant universe and voice mails to and from Earth become months to years in transmission.,25m,Voices of a Distant Star
278,4.3,--,Robert J. Massetti,Rick Michaels,"Bobby, a clean-up graduate student, finds himself in a police interrogation room with two vetren cops who are asking a lot of personal questions.",15m,The Interrogation
279,6.3,--,John Malkovich,John Malkovich,Add a plot,26m,Hideous Man
280,7.1,--,John Schmidt,Bill MuirJohn Schmidt,This is a visual evangelistic film about a young man who comes back from the dead to show his friend the great love of Christ and truth about the cross.,31m,The Crossing
281,7.0,--,Adam Elliot,Adam Elliot,A nephew recalls the sometimes-lonely and often-eccentric life of his beloved uncle.,6m,Uncle
282,--,--,Vincent Pluss,--,,15m,L'heure du loup
283,--,--,Ramón BareaJosé María Lara,Ramón BareaMichel Gaztambide,,13m,Muerto de amor
284,5.8,--,Stéphane Metge,Dimitri Storoge,"When Eric's parents discover that he likes kissing other local French farm boys, the parents are concerned. Eric's father talks to him. Will everything come ""out"" ok?",6m,C'est le vent
285,9.0,--,Pavle Vranjican,Vojislav Seselj,"Documentary about beginning of the serbian rebellion in Croatia, lies and media manipulations, attack on Vukovar, contains movies filmed by serbian journalist and civilians",--,Komsije
286,6.6,--,Michael Burke,Michael Burke,Beneath a railroad bridge a young rural gay man begins to his explore his gay feelings with the aid of an understanding friend.,22m,Fishbelly White
287,5.4,--,Zev Berman,Deborah Pryor,"""In the shadows of a deep wood, in shadows of the soul deeper still, live 13 year-old Little Turcott and her mother. To their door is dragged a girl named A.D., prone to fits and wracked by visions, left to be watched for the day. As Little Turcott leads A.D. through chores, she is both repelled and drawn to the maddening, inexplicable girl who seems to have dropped f... Read all",26m,Angelmaker
288,7.9,--,Christoph Heckenbücker,Marcel-Kyrill GardelliChristoph Heckenbücker,"The childlike Newman sets an ingenious trap for his domineering brother Ringo, in an attempt to get ""quits"" following 15 years of fraternal oppression.",10m,Quits
289,8.2,--,Farid Dms Debah,Farid Dms Debah,"Christophe Valet is a young film director budding with hopes and dreams. His imagination carries him into a fantasy world of limitless and abundant success. Unfortunately, reality is something far removed. In order to make his first film, he must succumb to the demands of the producers. Christophe thinks he has found an ideal partner in the distinguished European film... Read all",11m,Art'n Acte Production
290,9.4,--,David Capps Creech,Anthony Ezell Miller,A high paid executive crosses paths with a Stranger and gets a new perspective on life.,26m,Dear Angry
291,7.0,34%,Ilo Orleans,Ilo Orleans,When two men meet through an Internet chat line they really seem to click but first impressions are sometimes fleeting. Will what lies beneath the beautiful young bodies and faces lead to a longer relationship?,6m,Click
292,6.1,71%,Frank Aron GårdsøEirik Tyrihjel,Frank Aron GårdsøFrank KalvaitisEirik Tyrihjel,An elderly Norwegian man is waiting to see his best friend.,3m,Love Never Dies
293,8.9,--,Arnie Benn,Arnie Benn,A young woman's perception of reality keeps shifting as a friendly poker game turns out to be something very different.,14m,Cut
294,7.3,--,Ryan S. Cox,Ryan S. Cox,"A young Kid deals with his abusive, older, male lover. After a particularly brutal beating one night, he seeks refuge with a Photographer who specializes in documenting abuse victims. The next morning, he is again rejected, and returns home only to find that things are not as he remembered leaving them.",22m,Black-eyed
295,7.0,--,Jon S. Baird,Jon S. BairdDougie Brimson,"IT'S A CASUAL LIFE tells the story of Jimmy and his lifelong membership of the Saturday scene. Through a brutally honest monologue and series of dramatic and violent events, the film challenges the myths surrounding football hooliganism and explores Jimmy's past, passion and above all, motivation. Central to the story is Jimmy's love affair with the culture of footbal... Read all",15m,It's a Casual Life
296,--,--,Sherman Ong,Sulaiman S. BenoggianChendra Effendy,,30m,Exodus: Wanita yang berlari
297,6.7,--,Jens Jonsson,Jens Jonsson,A high school reunion has a profound influence on a middle aged man and his life.,16m,A Changed Man
298,--,20%,Celeste,Celeste,,18m,The Golden Arrow
299,6.5,--,Rahman Milani,Rahman Milani,Hamid is an Iranian teenage boy who's sexuality brings him into conflict with his family's Muslim beliefs.,8m,Stille landskap
300,--,--,Van Phuong La,Van Phuong La,Add a plot,20m,Der Papierhut
301,--,--,Clifford E. Pulliam,Clifford E. Pulliam,A day from hell as seen through the eyes of a young Black man.,--,Thru My Eyes
302,--,--,Susanto Widjaja,Felino Dolloso,Add a plot,--,Let's Shoot Max Instead
303,--,--,Brian Kirk,Eithne BrowneAndy DevineDave Hart,"A teenage boy asks his dad for the lend of £20 to go out with his friend to watch the 'pool play. When he is refused unless he helps his dad do the paving in the front yard, the boy challenges his father to ""gutwallops"" in return for the cash. The ""game"" involves the boy taking punches in the stomach but yet remain standing; bringing out strong emotions between the tw... Read all",3m,Gutwallops
304,6.0,--,Frederik Meldal NørgaardDennis Petersen,Anders Brink MadsenHenrik VestergaardSteen Bondrop,Four young men are sitting in a car at a train crossing and waiting for the train to pass.,6m,Kuppet
305,6.7,19%,Dan Castle,Dan Castle,"Michael, at his beach-home in Australia, is avoiding phone calls regarding his dear lifelong friend and former lover of two-years Chris who is dying back in Boston, America. While trying to write, he is disturbed by the noisy surfers next door as they get ready for a weekend away of surf. C.K., one of the surfers, remains behind to surf the local beach. At the beach c... Read all",30m,The Visitor
306,4.3,--,Jonathan Romney,Jonathan Romney,"A man finishes his breakfast and heads out of town, gradually seeing busy roads become deserted and overgrown country lanes. It is on one of these roads that he abandons his car, heads across a field, knocks the door of an isolated house and then shoots the inhabitant dead. He pauses to make a cup of tea but then heads off on his way home - only to realise that he has... Read all",7m,A Social Call
307,7.2,--,Kristin DehnertAimee Lagos,Aimee LagosKristin Dehnert,A white woman riding the subway system begins to suspect that two non-white men are following her.,11m,Underground
308,--,--,Crista Giuliani,Crista Giuliani,"An aspiring actress has a very, very bad day in New York City.",20m,Valentine's Day
309,--,--,Rachel Davis,Rachel Davis,,18m,The Gathering
310,8.5,--,Shane Stanley,Shane Stanley,A man who has everything--including a massive ego--rediscovers the woman he had a crush on throughout his high-school years. It's not until their date that he learns that she is now blind.,30m,A Sight for Sore Eyes
311,7.4,--,James Barclay,James Barclay,"For some, the line between reality and fantasy is easily crossed.",30m,Unchangeable
312,--,--,Raúl García,Raúl García,"Samuel is an engineer who has been commissioned by several organizations to create a system that can track extraterrestrial life. This assignment submerges him into his work and creates an obsession that pushes him to neglect his health and his marriage. Its mind will begin to take him trough uncertain ways whereas his wife, Maria, will try to bring him back to realit... Read all",32m,El día que llegaron
313,7.0,--,James Renner,Stephen KingJames Renner,"A traveling frozen-food salesman checks into a motel to kill himself. Only his notebook, his traveling companion over the years, can save his life.",28m,All That You Love Will Be Carried Away
314,7.4,--,Martin McDonagh,Martin McDonagh,"A black and bloody Irish comedy about a sad train journey where an older man, whose wife has died that morning, encounters a strange and possibly psychotic young oddball....",27m,Six Shooter
315,8.4,--,John O'Shaughnessy,Jeanne Marie Spicuzza,A group of youths invite an unsuspecting history student to play a surreal war game which reckons the past and proves to be a worthy lesson for the future.,--,Field Day
316,7.5,--,Camille Cellucci,Jacquie BarnbrookCamille Cellucci,"When a 30-ish overweight frump is pressured by her overbearing, plotting Mother to get her act together and get a man, she agrees to one last blind date and takes matters into her own wardrobe.",18m,Wear Something Nice
317,6.4,86%,Van Elder,Van ElderPaulara Hawkins,"A compelling story about the relationship of two childhood girlfriends and a man that comes between them. Bramwin, an aspiring writer, chronicles this unconventional love triangle between her, Victor, and Carol, as told through her eyes.",15m,A Tale of Two Sisters
