,IMDB,RT,Direccion,Guión,Argumento,Duración,Título
161,5.7,--,Paul Driessen,Paul Driessen,"Three interlocking tales of damsels in distress. An urban scene: a man sees a woman fall off the roof of the neighboring apartment building. A Western scene: a cowboy hears a woman tied to the railroad tracks and an approaching train. And a fantasy scene: seven dwarfs, reading the tale of Snow White, sense a witch passing by with a poison apple. Each races to save the... Read all",11m,3 Misses
162,6.0,--,Bavo Defurne,Bavo Defurne,"A teenager adores his sailor friend. He dreams about the exotic countries, marvelous starry skies and the inevitable homesickness that would bring his friend back to him. In a colorful series of mythical referential images, his fragile dreams get so unreal, that the enthusiasm for seeing his friend again turns into anxiousness.",16m,Sailor
163,8.5,--,Ramiro García Bogliano,Adrian Garcia BoglianoRamiro García Bogliano,Add a plot,12m,Policlínico miserable
164,5.9,--,Simon Pummell,Helen CaldwellAlfie McNamara,,12m,Ray Gun Fun
165,--,--,Bert Knieper,Bert Knieper,"""Tical in the Thunderground"" transforms documetary footage of the London Underground to a fairytale novel of a kingdom set in the future. Thus, a documentary fairytale is created.",22m,Tical und das Donnergrund
166,--,--,Neil Graham,Neil Graham,Young man tries to find a job with the comic assistance of a mysterious voice-over,10m,Foot in the Door
167,--,--,Gerry White,--,"A shy young gay man with an active imagination, a public men's room, Viola a dance fantasy.",7m,Toilet Tango
168,--,45%,Elias Giannakakis,Elias Giannakakis,,30m,Patagonia
169,--,--,Angel GonzalvoJulián Martín,Saturnino GarcíaRicardo JovenLudmila Mercerón,,--,Calvos anónimos
170,--,--,Christian Pfohl,Sarah LévyChristian Pfohl,,5m,Freddie
171,--,--,Dieter Diependaele,Dieter Diependaele,,10m,Onbekend
172,--,--,Dirk Achten,Dirk Achten,,8m,Het verleden voorbij
173,6.8,--,Djie Han Thung,Djie Han Thung,A lonely man feels at odds with normal day reality. He starts losing himself in insignificant details in his surroundings. He finds a way out in the night sky.,5m,Between the Stars
174,7.0,--,James Kerwin,James KerwinWilliam ShakespeareTim Shane,A girl must choose between an arranged marriage and a life of celibacy in this modern take on the Shakespeare classic.,--,Midsummer
175,6.8,76%,Amanda ForbisWendy Tilby,Wendy Tilby,"A chance encounter, a juicy yellow lemon and an unfortunate twist of fate will reveal that the symbiotic relationship between people is inextricable.",10m,When the Day Breaks
176,6.4,--,Milton do PradoAmabile Rocha,Amabile RochaMilton do Prado,"Ricardo has nighmares with ""O Velho do Saco"" (""The Old Man With the Sack""), sort of a Brazilian bogeyman.",15m,O Velho do Saco
177,7.2,--,Aurel Klimt,Aurel Klimt,"After a magic bell from Tibet is stolen, a little girl and an elephant undertake a dangerous journey to bring the bell home.",15m,O kouzelném zvonu
178,6.5,--,Steve Moore,Jay WardBill ScottChris Hayward,"In a town called Pudding on the Ritz, a sly fox attempts to trick a nitwit into opening a cursed treasure chest. However, the fox's trick comes back to bite him in the end.",6m,"Fractured Fairy Tales: The Phox, the Box, & the Lox"
179,7.3,--,Eric Guirado,Eric Guirado,Jerome leaves his home to seek a job in the city. He finds a job at the town hall and works with Lucien. First they are responsible for the decorations of the city for Christmas. But their next mission will prove very different.,35m,Un petit air de fête
180,6.6,--,Philippe Jullien,Philippe JullienJean-Pierre Lemouland,"Instead of the famous land based Cyclops from Homer's Odyssey, this animated short offers us a maritime marionette figure of a Cyclops who is a lighthouse keeper and who has nightmares involving a red fish he keeps in an aquarium.",13m,The Cyclops of the Sea
181,4.4,--,Arya Tariverdi,Laurens Martina,,35m,Pentaphyllon
182,7.2,--,Robert E. Lee,Lewis CarrollRobert E. Lee,"A journey through the Wonderland of NYC. Alice is a young woman reaching a crossroads in life when she happens upon a world that tries to sway her in all different directions. Based upon ""Alice in Wonderland"" and the immortal words of Lewis Carrol.",--,Alice Underground
183,4.6,--,Michel Leray,Michel Leray,A christmas tree can be dangerous sometimes.,6m,Bloody Christmas
184,5.7,--,Peter Mether,Kevin J. AndersonDerek CurtisWarren Duxbury,"Set two days before the events of Episode IV, Jedi Mara Jade has received a copy of the Death Star plans, which she must somehow get to the rebel forces. Unfortunately, she is being held prisoner by the Empire, and only two rebel soldiers, Zev and Klaus, can save her. As if breaking into an Imperial prison and getting the plans wasn't hard enough, bounty hunter Boba F... Read all",35m,The Dark Redemption
185,5.1,--,Nick Zedd,Nick Zedd,A bizarre and prophetic adventure in which a young boy is chased by a masked phantom holding a severed arm in a graveyard. Images of twin towers in which the boy enters and falls surrounded by incandescent panels of light and debris seem to prophesy the World Trade Center disaster. An man with one arm appears and is handed the severed arm by the phantom. Then a giant ... Read all,4m,Tom Thumb in the Land of the Giants
186,--,--,Jeff Orgill,Jeff Orgill,,1m,The Dream Factory
187,7.0,--,Pratibha Parmar,Jaden Clark,"Wavelengths is a short dramatic film about the time honoured quest for love and human intimacy. This stylish, witty and warm movie set in gay bars, in dreams, in adverts and cyberspace delights in the gloss of the world it depicts as it explores one womans foray into cybersex looking for emotionally safer sex.",15m,Wavelengths
188,5.2,--,Seamus Rea,Michael LeslieMarcus Palfour,Gay teacher at an agricultural college literally follows his dream and learns ballroom dancing when he encounters a hunk entering the studio.,17m,Ginger Beer
189,--,--,Joe Miale,Joe Miale,,8m,Toy
190,--,--,Gary GoldbergerPeter H. Reynolds,Peter H. Reynolds,,--,The Blue Shoe
191,--,--,Sylvain Lavigne,Sylvain Lavigne,Maudits is a futuristic Faustian tale of humanoids torn between freedom and security when a false Messiah leads them on a disastrous journey.,7m,Maudits
192,--,--,Nadine Fournelle,Nadine Fournelle,,25m,Le marchand de sable
193,--,--,Hervé Lasgouttes,Loïc Delafoulhouse,,25m,Un Arabe ouvert
194,5.7,--,Kunihiko Yuyama,Hideki SonodaSatoshi Tajiri,Togepi leads Pikachu and friends on a wild adventure.,20m,Poketto monsutâ: Pikachû tankentai
195,6.7,--,Stefan Panzner,Julia BauerStefan PanznerStefan Tilch,"A man, a beautiful woman working in a cake shop, meringues, fig tartlets, sweet glances and many more delicacys. But this is only the beginning...",14m,Pain au chocolat - Chocolate Pain
196,6.2,--,Mike Mills,Mike Mills,"Dissatisfied with life at home, a young girl travels through other residences in her suburban neighborhood. She does what all of us would like to do: experience the domestic stories being played out by our neighbors. This tale is a voyeurist's paradise.",22m,Architecture of Reassurance
197,7.3,--,Paul Giorgi,Paul Giorgi,,32m,Submitted for Your Approval
198,6.9,45%,Keith Melton,Steve RobertsPeter Wagg,Journey of Man is a celebration of the human spirit that combines the unique artistry and music ofCirque Du Soleil with the power of large format film.,39m,Cirque du Soleil: Journey of Man
199,6.0,--,Kunihiko Yuyama,Hideki SonodaSatoshi Tajiri,"Pikachu ends up going on a crazy adventure with some troublesome, but fun Pichu brothers.",21m,Pikachu & Pichu
200,8.2,--,Timothy Alan Richardson,Michael Kouroubetes,"It is the future. A boy named Karson is a dreamer who cannot learn fractions, and therefore is an outcast when compared to everyone else who is focused and able to multi-task information at exponential rates. He is dunked into a ""think tank"" where he is attached to software which will help him focus and learn fractions. Since the program draws off the individual's tho... Read all",22m,Plunge
201,7.9,--,Don Hertzfeldt,Don Hertzfeldt,A hilarious collection of animated television commercials that were rejected because of their creator's failing grip on sanity.,9m,Rejected
202,5.5,--,Teis Dyekjaer-Hansen,Teis Dyekjaer-Hansen,"It's Sunday morning in the park. The sun is shining, the children are playing, the pigeons are cooing and a man in a straw hat sits down at a table and orders a cup of coffee. Everything is just the way we want to see the world: In order and perspective. But are things really that way? Is everything peaceful and quiet? Not on this particular Sunday in the park, when t... Read all",4m,Sunday in the Park
203,5.8,--,Patricia Chica,Patricia ChicaAnnie Poitras,"""The Promise (La Promesse)"" is an urban romantic comedy that recounts 24 hours in the life of Victoria, an aspiring young singer who works as a bike courier in downtown Montreal. It is the eve of the new millennium, and Victoria celebrating her 25th birthday at the stroke of midnight. At the age of twelve, for her French class, Victoria had written a letter to the you... Read all",28m,La promesse
204,6.6,--,Thomas Grampp,Daniel Stamm,,30m,Vergessene Ritter
205,7.6,100%,Guy Maddin,Guy Maddin,A scientist chooses a wealthy man over her two lovers but must heal the earth's core to save humanity.,6m,The Heart of the World
206,--,--,--,--,--,--,--
207,--,--,Marshall E. Uzzle,Marshall E. Uzzle,An ancient statue's dream comes true as a magical storm brings he and his female companion to life. Their surreal journey leads them through the joys and pitfalls of a modern relationship.,18m,A Porcelain Dream
208,--,--,Alexander Hofmann,Alexander Hofmann,"This Science-Fiction short tells the story of an old monk, undertaking a long voyage in a strange flying vehicle. His diary entries tell a story: his story and the story of the vehicle. In the past, strange buildings were found; alien architecture. Ornaments on these objects were deciphered as writing and the writings turned out to be a construction manual - for the f... Read all",9m,Biopolis
209,8.5,100%,Chris McCaleb,Chris McCaleb,,--,Murmur
210,7.0,--,Frank Robak,Frank Robak,"Dark adaptaion of Edgar Allen Poe's ""The Raven"".",--,Nevermore
211,6.9,--,Katherine Makinney,Katherine Makinney,"What if you had to give an account of your life when you die? John Hansen is about to find out. On his way to the store to pick up milk for the baby, he encounters a homeless man and chooses to ignore him. He looks up just in time to see a car barreling down on him. A fatal collision occurs.",12m,The Limited
212,--,--,Peter Roloff,Peter Roloff,"In the year 5627, a group of historians reconstructs an unintentionally comical film about Russian merchant Igor Guzeveyich's journey from Russia to America and Germany in 1899.",22m,Krasna Amerika
213,6.0,--,João Costa Menezes,João Costa Menezes,"The feelings and emotions of someone, anyone, in a failed relationship, captured from the vastness of the city",20m,Zero
214,--,--,Frank Cross,Frank Cross,"Cathy, a young student, has been ditched and moves alone in a small room, owned by an American lady. Having lost her can opener, Cathy asks the lady, but she is shown rows of canned feelings that must never be opened.",10m,Les conserves
215,6.8,--,Marie Paccou,Marie Paccou,One day a man entered my belly...,5m,Un jour
216,6.4,--,Agnieszka Holland,Tom Fitzgerald,"Califia, the Queen and spirit of California, gives the audience a quick and somewhat romanticized look at history of California, as well as trials and tribulations, but also hopes and dreams of its various ethnicities and cultures.",22m,Golden Dreams
217,7.0,--,Jason Allen,Jason Allen,"When Jack and Liz die on their wedding day, they discover that the Afterlife turns out to be a corporate world where the levels of Heaven & Hell are connected by the elevator. Trapped in Hell, Jack must work his way up the corporate ladder to reunite with Liz in Heaven. As an executive, Liz plots to manipulate the system so that she can be with Jack. Even though death... Read all",16m,The Lift
218,7.5,--,Anthony Minghella,Samuel Beckett,"The land is filled with people in urns chattering at top speed, but only to themselves, not to one another. The focus goes to three people: a man, his mistress and his wife.",16m,Play
219,7.2,--,Tony Giglio,Cris Mancuso,Opposite Poles of the sexual universe collide when a coquette's reverie disagrees with an eligible bachelor's wet dream.,5m,"Love, Sex & Murder"
220,8.5,--,Alexander Hofmann,Alexander HofmannAxel Melzener,"In atmospheric images, Aquarios tells the story of a young woman, who has set up laboratory in the middle of a cliff, on the edge of a great sea. The laboratory is built around a tank, in which the woman climbs over and over again, trying to adapt her body to life under water. She feels a strong desire to live in the sea, like whales and dolphins. One day she encounte... Read all",23m,Aquarios
221,6.4,--,D.W. Kann,D.W. Kann,"This haunting tale of love and one man's downward spiral into madness opens with Mia, a little girl who is a pupil of a once great French painter, Georges Boudet. Mia's curiosity in a mysterious cabinet rekindles Georges's obsession with a doomed love from his past. Falling victim to his all too real demons.",30m,Dead Soul: A Fairy Tale
222,--,--,Miranda K. Spigener,Miranda K. Spigener,"Marisa Romanov, the story of Leo, a novelist who has finally finished his crime drama about a gorgeous femme fatale/KGB Assassin. His only problem, he has fallen in love with her and is obsessed to make her real. However, in order to do this a sacrifice must be met.",9m,Marisa Romanov
223,4.8,--,Harald Fossen,Harald Fossen,,5m,Nemo
224,5.7,--,David Brooks,David Brooks,"In a kaleidoscopic road tour through nocturnal Los Angeles, a young man plans the perfect insurance-scam car crash.",16m,Member
225,--,--,Mary Ann Skweres,Michael LowranceMary Ann Skweres,"Aaron, a romantic sculptor, is in a creative crisis. Frustrated by failure in the art world, Aaron's only success is sculpting for the Natural History Museum where he is asked to ""create Eve"" from the bones of the oldest female ever discovered. As the rest of his life unravels, Aaron brings his inspiration, the mysterious Eve, to life.",23m,The Rib
226,6.7,92%,Chris McCaleb,Stuart BouselAmanda KaramChris McCaleb,"A journey through life, lust and death, amidst the dizzying world of dance culture.",6m,Insomnia
227,6.6,--,Ryan Brown,Ryan Brown,,10m,Meet the Mullets
228,--,--,Richard Warmoth,Richard Warmoth,,9m,The Bird
229,7.2,--,Ben Elia,Ben Elia,Holograms engage in a battle against a cube.,5m,Avatars
230,6.4,67%,Cordell Barker,Cordell Barker,Roger and Doris are a childless couple who get more than they bargained for when a strange child appears at their door one day.,8m,Strange Invaders
231,--,--,Karina Zabihi,Karina Zabihi,An Urban Fairy-Tale in which Milagro is a Mary Poppins of this century who goes where she is most needed. Her magic in the face of uncompromising authority inspires hope and perseverance in the residents of a deprived inner-city area.,10m,Milagro's Calling
232,--,--,Guido Jiménez-Cruz,Guido Jiménez-Cruz,"Viñas, freelance reporter without a story and more spirit than Pollyanna, finds himself entangled in the affaires of a peculiar band of thieves: the sensitive Lucky Caramba, his partenaire, Dulce, and Mario, their trusty side-kick.",17m,"Hasta aquí hemos llegao (desde el Vaticano, con amor)"
233,7.7,80%,Diederik Van Rooijen,Daniël BoissevainThekla ReutenRodney Beddal,"A prisoner, trying to escape reality, draws chalk pictures on the prison walls and decorates his cell with exotic pictures. This makes the warden angry and forbids him to draw and takes away the crayons. But will that stop the prisoner?",15m,Chalk
234,7.6,--,Kunihiko Yuyama,Takeshi ShudôSatoshi TajiriJunichi Masuda,"The tragic story of how Dr. Fuji became a Team Rocket scientist and created Mewtwo. This is a prologue to the ""Mewtwo Returns"" special (internationally); originally a prologue to the ""Mewtwo Strikes Back"" movie (Japan only).",10m,Pocket Monsters: The Birth of Mewtwo
235,4.6,--,David Bjerre,David BjerreJesper N. Christiansen,"The story follows professional runner Lisa. On a training run in the forest she comes across The Dark Prince fighting with Archangel Gabriel. Just before he dies Gabriel gives The Word to Lisa. This is the secret key that will lock the gates to hell. With the help of half-angel Arkel and her ex-boyfriend Thomas, she must travel to the gates of Hell to lock them foreve... Read all",35m,Gabriels ord
236,7.0,--,Michel Leray,Michel Leray,,13m,La toile
237,7.9,--,Michael Greenspan,Christopher Dodd,"Since the untimely death of his parents, eleven year old Avery Small has become silent. No one has been able to alleviate his pain until now. Here, in this new town, Avery will find hope. But he must confront a local town legend that may be the key to unlocking his silence.",25m,The Legend of Razorback
238,8.0,--,Amir Galván Cervera,Amir Galván Cervera,,27m,Jonas el ergonauta
239,6.8,--,Nicolas Salis,Nicolas Salis,Add a plot,5m,R. Mertonensis
240,6.3,--,Julien FonfredeKarim Hussain,Julien FonfredeKarim Hussain,"One day, all the windows in the City disappeared... Then the rain started... No matter what people tried, nothing could stop the water. Soon, disease spread, robbing people's abilities to speak; the endless rain killing all other forms of communication with its acidic torrent. This was a time when dialogue became a new challenge. When everything we knew had to be rein... Read all",13m,La dernière voix
241,6.7,--,Alain Escalle,Alain Escalle,"A monk reflects on his idyllic childhood and how the atom bomb annihilated that. Life turns from everyday pleasures, to a Hell on Earth of destruction, confusion and madness. A cultured lady playing her Koto in the garden, becomes a spirit ceaselessly roaming the wasteland like a ghost. People writhe and dance in agony. A samurai dreams of an honorable battle and awak... Read all",24m,The Tale of the Floating World
242,7.4,--,Danica DeCosto,John BirminghamDanica DeCosto,"A little girl uses her overactive imagination to turn her doll into a real live friend; but when a monster kidnaps her doll, she must enter a dangerous, surreal world to find the monster and rescue her doll. By the end of the girl's journey there is only one question to be answered: What is real and what is her imagination?",--,Imagination
243,7.3,--,Anna Condo,Anton ChekhovAnna Condo,Saskia presents her Doctor with a bronze candlestick featuring three lascivious nymphs. He is strangely affected by the offering.,18m,Alchimie
244,--,--,Jeico Castro Ferrari,Jeico Castro FerrariEdgar Soberón Torchia,,4m,Mi propio despertar
245,7.1,83%,Tony Rogers,Jason GannAdam Zwar,"Adam begins dating Sarah and befriends her dog Wilfred, who appears as a man in a suit.",7m,Wilfred
246,7.1,--,Roar Uthaug,Thomas Torjussen,"Martin is going on a blinddate and in his internal government the ministers are preparing for a routine State visit. But then Nora is revealed and tactics need to be changed. Fast! Nora is not interested in foreign political smalltalk, she is after government secrets. The ridiculed Home Secretary is slowly coming to life, but in his way stands a paranoid Defense Secre... Read all",28m,Regjeringen Martin
247,4.8,--,Shaky González,Lars Christian DetlefsenShaky González,"Tonight there's a dancing competition at the hottest salsa restaurant in Copenhagen. Henrik, the young cook, is hopelessly in love with enchanting Elena, but lacks the courage to dance with her. Henrik meets the mysterious bag lady, who gives him a pair of magic shoes that make him dance like a dream. Can Henrik win the competition and Elena's heart, and what will hap... Read all",40m,Kokken
248,7.0,--,Fernando Eimbcke,Fernando Eimbcke,"Known in English at Festivals as ""Weightwatch,"" this title captures the essence of the film. Susie is obsessed about losing weight, thus being ""bonita"" and not ""gorda"" - the two keywords in the original Spanish title. She calls on a fairy godmother to grants her three wishes. Susie resorts to these to become the most beautiful woman in the world.",10m,La suerte de la fea... a la bonita no le importa
249,5.6,--,Philippe Gamer,Philippe GamerOlivier Jean,"Goyle and Gar are two gargoyles of Notre-Dame de Pairs. Setting on the North wing of the Cathedrale for 756 years, they form an old couple with the whole complicity and opposition due to the age.",2m,Gouille et Gar
250,4.7,--,Miranda Bowen,--,A bored secretary in the holiday firm Funtime Inc spends her time looking after the plants around her. The plants are the only break in the grey monotony around her. However when her doodles of a spiralling forest continue to draw themselves it is only the start of a creative process that will see her removed from her dull form.,5m,Stagnate
251,7.3,68%,Eric Armstrong,Jeff Wolverton,A janitor at an alien nightclub gets his wish to be a singer.,6m,The Chubbchubbs!
252,5.6,57%,Sandy Collora,Sandy Collora,"When the devil wishes to take a mortal soul, he'll walk the planes of Earth in the guise of a child, for their hearts are pure. But for every soul in danger, God sends a protector, a guardian to watch over them...",7m,Archangel
253,7.7,--,Brad Barnes,Brad BarnesTodd Barnes,A 7-year-old girl's magical talking fire engine toy tries to convince her that he is needed in New York on September 11.,17m,Engine Trouble
254,7.3,--,F. Javier Gutiérrez,F. Javier Gutiérrez,"Otto, a blue production line worker, discovers the infidelity of his wife, Sarah. The day before their separation, he begins a macabre and twisted revenge...",18m,Brasil
255,7.8,--,Dmitri Frolov,Dmitri Frolov,"In St. Petersburg's environs, in the palace park of Pavlovsk, stands an original monument. The time didn't spare the metallic construction, that had been before, as it seems, a fountain with nude torso on its top. Now there's no figure above, but only the hand, uplifted to heaven in resolutely gesture. Created by time, this is monument for hand as the main ruler of hu... Read all",6m,The Two
256,9.0,--,Ernesto Contreras,Carlos ContrerasErnesto Contreras,,15m,El milagro
257,7.0,--,Rita BasultoJuan J. Medina,Gonzalo Gavira,"At the end of the eighth day, the Creator has taken refuge in a dark dungeon. Obsessed with transcending, he manipulates life to the extreme and tries to engender the perfect being that will immortalize him.",15m,El octavo día de la creación
258,5.9,--,Robin Shou,Robin ShouBeatrice ChiaKeith Cooke,"Evan, a member of the once proud and feared group of assassins known as Forest Devils. He must take on his toughest assignment yet--kill his fellow assassins before he himself is assassinated. Together with his partner and lover Silver, they set out on a quest to annihilate the true evil.",--,Lost Time: The Movie
259,6.7,--,Philippe Vaucher,--,,11m,Chasse papillon
260,6.9,--,Danica DeCosto,Danica DeCosto,,14m,Tir Nan Og
261,6.0,--,Evert de Beijer,Evert de Beijer,"An environmental inspector gets stranded in a forgotten town dominated by monstrous cars. His short stay in a motel doesn't give him a moment's rest. He discovers that cars evolve into parasitic life forms, entrancing mankind and extracting vital juices from the earth.",12m,Car Craze
262,7.0,--,Gonzalo Zona,Gonzalo Zona,Add a plot,11m,El espantapájaros
263,8.3,--,George Scribner,Alex Mann,Stagehand Donald Duck secretly puts on Mickey's sorcerer's hat and conducts an anthropomorphic symphony orchestra. But the proceedings go awry when the irascible Donald is sucked into the tuba and taken on a wild fantasy ride through a variety of musical numbers from classic Disney films.,10m,Mickey's PhilharMagic
264,7.4,--,Thomas C. Grane,Thomas C. GraneGregg Temkin,A risk averse insurance actuary's life is turned upside down when his pleasure seeking mirror image id switches places with him in order to show him how to live.,16m,Mirror Man
265,3.9,--,Grimur Ardal,Grimur ArdalGrant Sauve,A man stuck in a rut takes his girlfriend to a medieval festival.,--,Dermott's Quest
266,6.4,--,J.A. Bayona,J.A. BayonaJ.D. SalingerLluís Segura,Add a plot,19m,El hombre Esponja
267,7.0,--,David Sarrio,Frédéric RoumyDavid Sarrio,Add a plot,14m,Projet Gamma
268,8.0,--,Kevin R. Hershberger,Kevin R. Hershberger,"A modern-day Cinderella story. Surrounded by monotony, Sam works the colorless life of a motel maid. When Dhelia, an art dealer, drives to Nowheresville for a meeting, her car dies. The sign reads 'Vacancy' at the Mystic Motel, but what both women discover inside will change their lives forever.",27m,The Mystic Motel
269,7.4,--,Deva Palmier,Deva Palmier,"Glenda, an unemployed misfit, falls in love with Freddie, her goldfish. As her search for work flounders, her love for Freddie deepens and she feels her place is at his side...",10m,Fishy
270,6.6,--,Bret Haaland,Chris Kelly,"Wile E. Coyote is chasing the Road Runner (still) and comes across the Acme Book of Magic. With the power to levitate heavy boulders, fly on broomsticks, and transfigure anything to suit his need, it seems like Wile E. finally has a chance at getting his breakfast... but then again, this is Wile E. Coyote we're talking about.",7m,The Whizzard of Ow
271,--,--,Curtis Easley,Curtis Easley,"When all in James's life go awry, he accidentally stumbles upon a utopian society inhabited by beautiful women. The residents tempt him to abandon the real world and make Emerald Garden his new home.",33m,Emerald Garden
272,6.1,--,Stéphane Ricard,Stéphane Ricard,"A couple with a dog move to the city. That night, the city is invaded by a procession of giant dogs.",5m,Tant de chiens
273,6.9,--,Juan Solanas,Juan Solanas,"With two fabulous tickets to tonight's ball in his hands, the solitary Mr Phelps needs to find the perfect head to please his charming date. Will he risk it all for love?",18m,L'homme sans tête
274,7.1,--,John Schmidt,Bill MuirJohn Schmidt,This is a visual evangelistic film about a young man who comes back from the dead to show his friend the great love of Christ and truth about the cross.,31m,The Crossing
275,7.8,--,Hervé Joseph Lebrun,Cyril X,A young man shows off his phantasy : an erotic and childish metaphor of paternal milk.,8m,Le lait Nestlé
276,4.7,--,Burke Roberts,Burke Roberts,An examination of oppression in society set in a metaphorical dimension.,17m,Handicap City
277,6.9,--,Koldo Serra,Nacho VigalondoKoldo Serra,"A man volunteers to take part in an experiment that attempts to analyse human behaviour under extreme conditions of terror. His mission is to remain seated inside a dark room for a length of time of 15 minutes. If he manages to hold on, he will receive in return a generous sum of money. Is it possible to terrify an individual who knows beforehand that everything is a ... Read all",18m,El tren de la bruja
278,7.8,--,Michael A. Walker,Michael A. Walker,"Set in the 1960's, Tommy is a 7-year-old boy without a dad who fills in the emotional gaps in his life by believing he is Jesus Christ.",10m,Does God Play Football
279,6.6,--,Jeff Wadlow,Doug BurnafordAdam HimoffJeff Wadlow,"In the not-so-distant future of Christmas, Santa Claus is declared a national security threat by an evil general with a 50-year old grudge.",15m,Catching Kringle
280,5.6,--,Gaizka Urresti,Benjamín Zafra,Add a plot,--,Malicia en el país de las maravillas
281,5.9,--,Chris J. Russo,Kelly Hankin,"In the brief moments before a hate crime occurs, a young woman imagines her escape.",5m,A Woman Reported
282,--,--,Sonny Malhotra,Sonny Malhotra,,5m,The Calling
283,8.7,--,Styro,Julie FranklinOrlando HerreraEthnee Lea,A ridiculed young girl who lives alone in a treehouse is sent on a mysterious journey through time to discover the roots of her missing voice.,41m,Silent Amy
284,7.7,44%,Kealan O'Rourke,Kealan O'Rourke,"When 6 year old Christines father dies during the Irish famine of 1863, she finds it difficult to understand that he has journeyed to heaven without saying goodbye to her. Seeking understanding her mother informs her that 'if you walk a straight path in life you will reach Heaven'. Upon hearing this Christine sets out to walk the straight path, literally. Her journey ... Read all",18m,Rosebud
285,7.0,--,Brian Durnin,Brian Durnin,,--,Tilly and the Teeth
286,7.2,--,Roland Lethem,Roland Lethem,,9m,Gourmandises
287,7.6,--,Oliver Herrmann,Julio GómezOliver HerrmannEdgar Soberón Torchia,"We follow the lives of three people who are locked in their respective paths, prohibited from enjoying life outside of their pain. Divine intervention alters their paths however, and they seek redemption, cleansing, and hope. They encounter symbols of their own minds on this journey as they try to find their way through to a brighter future. Set to the music of Igor S... Read all",38m,Le sacre du printemps
288,7.7,--,Costa Avgoustinos,--,"An animated short story of yangs and yins joining together, ascending to the sky to become stars. But two yangs are unable to find yins.",7m,Yin
289,7.5,--,Kasia Kowalczyk,Tal HarrisKasia Kowalczyk,"A house fire claims the life of Delphine, leaving her father, Professor Paroux, in an unrecoverable remorse. Twenty-five years later, he happens upon a young girl with an unfortunate resemblance to his daughter. Desperate to recapture what he once had, he lures the girl into the burned out shell of his former home and locks her in Delphine's old room. It is clear ther... Read all",10m,Replacing Delphine
290,6.5,--,Mike Gabriel,Mike GabrielJoe Grant,"A gluttonous self-centered cat, Lorenzo, gets punished for his selfishness when his beautiful giant tail develops a personality of its own.",5m,Lorenzo
291,--,--,Jeremy Pollack,Jeremy Pollack,"Renowned science-fiction author Charlie Thomas writes peacefully in his wooded, upstate home. But when his Agent Trevor arrives uninvited at Charlie's home, the writer is flustered and infuriated with his agent, forcing Charlie to build a structure of total isolation. Charlie's new home is an astounding confine of modern architecture, completely devoid of electricity,... Read all",40m,Perfect Sec-illusion
292,7.9,--,Markus Dietrich,Markus DietrichNico RehbergHanna Reifgerst,,4m,Flieg mich zum Mond
293,8.2,--,Eric Bomba-Ire,Michael D. FriedmanMartin L. KelleyRobert J. Lee,"After visiting a mysterious yard sale, two friends are forced to deal with the cursed hockey glove of Jean-Pierre Cul de Sac.",9m,Dropping the Gloves
294,5.9,70%,Matthew Barney,Matthew Barney,An experimental short film from the Cremaster series which alludes to the position of the reproductive organs during the embryonic development process.,40m,Cremaster 1
295,--,--,Nick Aquilino,Gene Wolfe,"Three people are lost on a deserted island. One leaves, one dies, and one remains.",19m,Doctor Island
296,--,--,Owen Tooth,Owen Tooth,,--,Catharsis
297,6.1,--,Roel MondelaersRaf Reyntjens,Roel MondelaersRaf Reyntjens,"Frits (Matthias Schoenaerts), a lonesome, unworldly astronomer, is in pursuit of extraterrestrial life in order to find true friendship, which he does not find on Earth. When one day an egg falls on his head, his lonely existence fills up with hope. Convinced of the fact that there is an extraterrestrial creature inside this egg, he decides to incubate it.",10m,A Message from Outer Space
298,6.2,--,Vicki Sugars,Vicki Sugars,Something is missing in Betty's married life so Mother Nature lends a hand.,14m,Moustache
299,--,--,Ford Austin,Ford AustinJed Rowen,,--,A Cerebral Print Halloween Special
300,--,--,Ford Austin,Ford Austin,,--,Brothuh of Cerebral Print
301,--,46%,Nicolas Bary,Nicolas Bary,Add a plot,10m,Fragile
302,--,--,Anouk DominguezPrune Jaillet,Olivier LafranceClaude Goy,,--,L'auberge
303,--,--,Longinos Panagi,Longinos Panagi,"A boy finds a glass ball inside a lake. Inside the ball there is a dancing bride. This unfolds the myth's thread. The guests of a wedding feast are waiting for the groom and the bride. The groom is a rich aristocrat, a great admirer of poetry and surrealism. He demands complete obedience in the law of absurd by all the guests. The guests are trying to win his favor by... Read all",20m,Fool Moon
304,--,--,Josh IngemiDerek Klanfer,Jason BestMark CohenJosh Ingemi,,30m,The Fisher
305,5.5,--,Cecelia Condit,Cecelia Condit,"In All About A Girl, an ordinary game of ""let's pretend"" turns uncanny as, alone in the woods, a young girl projects life, voice and ultimately her own identity onto an unexpected surrogate in a doll's dress.",6m,All About a Girl
306,7.1,--,Todd Hughes,Todd HughesGertrude Stein,"From 1911 to 1946, Gertrude Stein and Alice B. Toklas lived together in Paris as husband and wife. Although they were not ""out"" as lesbians, the inseparable duo forged a prophetic and enduring same-sex union. In HUBBY/WIFEY, a modern lesbian couple shares a fever dream with their foremothers, Gertrude and Alice, of the joys and trials of gay marriage. The film pays ho... Read all",7m,Hubby/Wifey
307,7.4,82%,Darin Beckstead,Darin Beckstead,A young director must find a way to make his movie after he accidentally breaks the main prop.,25m,Courage & Stupidity
