,IMDB,RT,Direccion,Guión,Argumento,Duración,Título
165,7.7,36%,Phillip J. Bartell,Phillip J. Bartell,"Tina has a big crush on her new friend, Robbie. But one day, she discovers that he's gay. She is disappointed, but still tries to fix Robbie with his crush, Tim.",27m,Crush
166,7.6,100%,Guy Maddin,Guy Maddin,A scientist chooses a wealthy man over her two lovers but must heal the earth's core to save humanity.,6m,The Heart of the World
167,--,--,--,--,--,--,--
168,7.1,--,Dominique AbelFiona Gordon,Dominique AbelFiona Gordon,Short and comical film where a man falls in love with a cleaning lady,13m,Walking on the Wild Side
169,--,--,Wi Ding Ho,Wi Ding Ho,"A Chinese gangster falls in love at the first sight with a woman he doesn't know; the woman is mourning over the loss of her lover. Through a series of chance meetings and coincidences, the paths of these two characters crisis cross and result in their realization that, after all, they are pursuing the impossible love.",28m,Still
170,--,--,Diego FriedFelix Haß,Diego FriedFelix Haß,Add a plot,27m,Flirt
171,--,--,Franziska Stünkel,Franziska Stünkel,Add a plot,23m,Bonbon
172,--,--,Marshall E. Uzzle,Marshall E. Uzzle,An ancient statue's dream comes true as a magical storm brings he and his female companion to life. Their surreal journey leads them through the joys and pitfalls of a modern relationship.,18m,A Porcelain Dream
173,8.1,--,Jasmin Cvisic,Jasmin CvisicRadomir Savic,,10m,Oliver i Olivera
174,6.6,--,Duncan Tucker,Duncan Tucker,A reserved young man meets an impulsive stranger on a secluded beach. Their brief friendship leaves each subtly changed.,20m,The Mountain King
175,7.3,--,Kar-Wai Wong,--,Archival footage from classic Hong Kong films set to music.,3m,Hua yang de nian hua
176,7.2,--,David Kartch,David Kartch,All manner of family secrets are out when the lawnmower man is invited inside one fateful day.,17m,Zen and the Art of Landscaping
177,6.4,--,Elyse Couvillion,Elyse Couvillion,"A young man and woman awake in separate beds, each dreaming of the other. Driving to work and all through their days, they secretly escape to these vivid, sensual daydreams. The day finally over, they both rush home and unexpectedly meet in the lobby of the apartment building. Be careful what you wish for....",10m,Sweet
178,5.8,--,Eystein Pedersen,Eystein Pedersen,"Jonas and Caroline are the perfect couple, if one of them only made contact.",8m,En ukjent
179,6.0,33%,Anthony RussoJoe Russo,Anthony RussoJoe Russo,"With his radio blaring Three Dog Night's ""Never Been to Spain,"" a shirtless man lounges on the hood of his sporty car; he smokes a cigarette as he stretches and shows off his physique. A young woman calls to him from a love seat on the front porch of a large house across the street. She's barefoot, sucking on a watermelon lollipop. He goes over to her and the verbal f... Read all",8m,The Kiss
180,7.2,--,Tony Giglio,Cris Mancuso,Opposite Poles of the sexual universe collide when a coquette's reverie disagrees with an eligible bachelor's wet dream.,5m,"Love, Sex & Murder"
181,8.5,--,Alexander Hofmann,Alexander HofmannAxel Melzener,"In atmospheric images, Aquarios tells the story of a young woman, who has set up laboratory in the middle of a cliff, on the edge of a great sea. The laboratory is built around a tank, in which the woman climbs over and over again, trying to adapt her body to life under water. She feels a strong desire to live in the sea, like whales and dolphins. One day she encounte... Read all",23m,Aquarios
182,7.1,--,Jeff Bemiss,Jeff BemissMax Lucado,A hunky young math teacher comes across a first edition of Anna Karenina and falls in love with the previous owner based on her extensive scribblings in the margin.,29m,The Book and the Rose
183,--,--,Tomás Barina,Tomás BarinaRudolf Merkner,Add a plot,29m,Nelásky
184,7.5,--,Bruce Coughran,Anne Marie HowardPhil KaufmannSonia Satra,,25m,My Friend's Love Affair
185,7.5,--,Jackson Douglas,Jackson Douglas,A college student falls in love with a coed who causes him to re-think his life plan.,36m,Brown Eyed Girl
186,6.0,--,Peder Norlund,Peder Norlund,"Two lonely young people connect on the web. He does not know that she is a militant black-power member, she has no idea that he is a Nazi. A film about impossible, but not necessarily unfortunate, love.",16m,Sorthvit
187,--,--,Fabrice Ducouret,Fabrice Ducouret,,6m,Emptiness
188,7.4,--,Dirk Beliën,Johan Verschueren,"On a cold winter evening a young manager gets stuck in traffic on his way home from work. He takes his brand new mobile to call his wife, not knowing that by doing so he is about to cause irreparable damage.",7m,Fait d'hiver
189,7.2,66%,Dane Clark,Dane Clark,"After winning a shopping spree at a local department store, a man finds love and romance through porno and lottery tickets.",5m,Spree
190,--,73%,Dag Mørk,Hauk HeyerdahlCecilie A. MosliLinn Skåber,,9m,Stuck
191,5.9,--,Brian To,Spencer BeglarianBrian To,A young actor and his wife undergoing an IRS audit have more to worry about than the usual cheating when the IRS secretary turns out to be hot for the wife and the auditor turns out to be an ex-trick of the actor.,28m,Audit
192,6.9,--,Kari Juusonen,Kari JuusonenLeo Viirret,Add a plot,14m,Pizza passionata
193,6.2,--,Frédéric Louf,Frédéric Louf,"It is a day of solemn family fellowship, in the height of conformism. Alexis does not taste the charm, neither does Julie. They meet and play dolls. She is provocative. He is curious. Panties fly low.",13m,Les petits oiseaux
194,7.0,--,Johannes Kiefer,Johannes Kiefer,"Gregor, a young man, lives with and cares for his elderly grandmother. He's also a bit of an inventor. One day, when her wheelchair accidentally rolls down a hill and throws her into a pond, he gets an idea for an invention: A harness system that will let his grandmother walk again by supporting her weight. Meanwhile, her friends from the nursing home are trying to co... Read all",11m,Gregors größte Erfindung
195,6.3,--,Philip John,Philip John,A lethal tale of nun-upmanship.,5m,Sister Lulu
196,--,--,Pedro Baptista,Pedro Baptista,"Three young friends, Henrique, João and Sara, are spending an afternoon at the Popular Fair. Between the Play Room and the Ghost Train they will live the misadventures of the beginning of teenage hood and the discovery of love. Life is a merry-go-round where you have to learn to walk.",15m,O Beijo
197,4.6,--,David Bjerre,David BjerreJesper N. Christiansen,"The story follows professional runner Lisa. On a training run in the forest she comes across The Dark Prince fighting with Archangel Gabriel. Just before he dies Gabriel gives The Word to Lisa. This is the secret key that will lock the gates to hell. With the help of half-angel Arkel and her ex-boyfriend Thomas, she must travel to the gates of Hell to lock them foreve... Read all",35m,Gabriels ord
198,7.3,--,Marc Pilvinsky,Marc Pilvinsky,"Riley is an inventor, sort of, and he's a film editor who gets fired. While looking for a real job, he gets a gig doing a wedding video. The thing is, the bride is a wonderful woman and the groom is a heel. As Riley finds himself falling in love with Cherrie, dilemmas arise: he's sort of a loser, so what kind of plan can he come up with? His racquet-ball partner, Tayl... Read all",19m,Indefinitely
199,7.3,--,Jolette Lazner,Jolette Lazner,"Nicholas Danes, a celebrated movie director, is on the verge of losing his life when he suffers a heart attack and must undergo open-heart surgery. During surgery, Nicholas pieces together memories of his life as he's given the choice now between love and death.",13m,Graced
200,6.9,--,Geoffrey Uloth,Geoffrey Uloth,"Evergon is an affectionate tragicomedy that follows Francis Evergon in his last days among the unemployed. After being rejected for the perfect job, the aspiring animator faces an impending interview for a receptionist position at the same firm. As the days count down, Francis comes face to face with his own fear of failure and the spectre of selling out his dreams. E... Read all",32m,Evergon
201,--,--,Heather Goodwin,Heather Goodwin,,12m,Fresh Strawberries
202,7.5,62%,Jean-Pierre Avoine,Glenn Forbes,"Disillusioned with life, love, and the pressures of the modern world, Jay goes on a quest for higher meaning. But when two violinists, one mysterious man and a briefcase seem to conspire against him, he discovers what really pulls the strings of his heart.",14m,Heartstrings
203,6.4,--,Jens Jonsson,Jens JonssonAntonia Pyk,"K-G has lost his foothold in life. He has no energy, doesn't know what he wants, and cannot work anymore. His wife Birgitta doesn't understand him. She works as a course-leader in personal development, and tries to teach her husband the same techniques she is teaching employees from various companies. She talks about the importance of positive thinking, of formulating... Read all",40m,K-G i nöd och lust
204,6.9,--,--,--,--,17m,Morning Breath
205,7.6,30%,Joseph T. Walker,Daniel FisherJoseph T. Walker,"A flying feather awakens several estranged people in a subway, but for how long?",8m,Passengers
206,5.7,--,Carlos Cuarón,Carlos Cuarón,"Tere, punished by her father, must endure the tedious confinement of her room. In an unusual act of rebellion and anger, she discovers that love is not a child's play.",5m,Juego de niños
207,--,--,Steve Heffner,Steve Heffner,,30m,Love Lie Leave
208,7.1,--,Colin Trevorrow,Colin Trevorrow,A bitter ex-boyfriend exacts sweet revenge by actively pursuing a sexual relationship with his former girlfriend's mother.,9m,Home Base
209,7.3,--,Anna Condo,Anton ChekhovAnna Condo,Saskia presents her Doctor with a bronze candlestick featuring three lascivious nymphs. He is strangely affected by the offering.,18m,Alchimie
210,5.3,58%,Hanelle M. Culpepper,Hanelle M. Culpepper,"Easygoing and carefree, Warren's never had to commit to a job or to a woman. And there were women. When his Mom named him after Warren Beatty... well, enough said. But then there came Toni, an intriguing photographer that seemed to see inside his soul. When Warren secretly discovers a wedding dress hidden in Toni's closet, he realizes he has some serious decisions to ... Read all",18m,The Wedding Dress
211,6.4,--,Nesh Vulovich,Nesh Vulovich,,15m,Definite Maybe
212,--,82%,Hilary Downes,Hilary Downes,Two friends choose vastly different paths to end their lonliness in love.,15m,Spinster
213,8.6,--,Dan Katzir,Dan Katzir,"Set in 1989, during the historical week in which the Berlin Wall came tumbling down. The film is a poignant story about a unique relationship between a grandfather and his grandson before the boys Bar Mitzvah. The grandfather teaches the boy a small lesson about growing up, while the boy helps the grandfather, a holocaust survivor, open up and tell his story, for the ... Read all",25m,Today You Are a Fountain Pen
214,6.7,--,Frank Mosvold,Tor Fretheim,When a new boy moves into the area Cecilie and Peter's friendship is changed.,22m,A Kiss in the Snow
215,6.7,--,Ron Dyens,Ron Dyens,"In Deauville, in the twenties, two lovers meet on the beach. But technical problems.",3m,La flamme
216,7.2,--,Jakub Sommer,Jakub Sommer,Minimalistic portait of a maximal love... Nothing is a cliche when it's happening to you...,21m,ELFilm
217,5.2,--,Brian Sloan,Brian Sloan,"Craig wants to be boyfriends, Gary wants to be ""just friends.""",22m,Bumping Heads
218,--,--,Linda Krogsøe Holmberg,Linda DaaeUlrika RangAnders Rostrup,"Merle is nine and she's Bro's elder sister, and Bro is a real pain. He's mad about kissing. Especially in order to annoy Merle, who feels that all this kiss-kissing is way out of line. Not to mention the way everyone keeps going on about it. As if it was something special. But then a boy of her age moves into a flat on her staircase. A boy who's actually pretty cute, ... Read all",15m,Kys Kys
219,7.1,86%,Makoto Shinkai,Makoto Shinkai,The love of Japanese high school students Mikako Nagamine and Noboru Tera is tested when Mikako is sent to fight aliens in a distant universe and voice mails to and from Earth become months to years in transmission.,25m,Voices of a Distant Star
220,8.3,--,Lisa Michele McTigue,Lisa Michele McTigue,Add a plot,3m,The Guy Next Door
221,5.9,88%,James Brown,James Brown,This film tells the five stories of Luke's experiences with love in his life. Each story shows a variation of sexual power and its abuse which become a motif of Luke's life. The film is structured around this motion of a musical fugue.,5m,Fugue
222,6.4,--,Matthias Kutschmann,Matthias Kutschmann,,23m,Solo ohne Ende
223,6.6,--,Julia Solomonoff,John Rockwell HarrisJulia Solomonoff,An all-American girl from the Midwest arrives in Manhattan with the intention of visiting her aunt. Along the way she is distracted by a foreign stranger who steals things from several lush Manhattan stores for her. They then develop a budding romance.,25m,Scratch
224,6.8,--,Todd Heyman,Todd Heyman,"It's Valentines Day, sweets are currency, and New Yorkers can't seem to get enough of their favorite Moses Donuts. Unfortunately, Stan Moses, the donut creator extraordinaire, is having a crisis of his own. As his agent pushes him to be bigger, and Valerie, the bakery owner, adds a surprise of her own, Stan begins to strain under the pressures of mass production while... Read all",22m,Wholey Moses
225,6.2,--,Luc Feit,Luc Feit,A young man can't quite commit to his sex-hungry girlfriend. Then he meets a mysterious lady (lady?) in a local bar. Will she find out? And will she care?,13m,W
226,7.6,--,Q. Allan Brocka,Q. Allan Brocka,Life-long friends enter uncharted waters when they each turn Seventy.,8m,Seventy
227,--,--,Mikeadelica,Mikeadelica,,40m,Jesus från Hökarängen
228,6.8,--,Martin Menzel,Henner KotteMartin Menzel,"Some nightclubs can be dangerous places. A wistful glance, a hot flirt, and a passionate dance. Frank, an attractive, melancholy man, has conquered Sylvia. The one-night stand then ends with wild kisses while driving. A dull impact. A woman's corpse on the wet asphalt. Frank pressures Sylvia to simply give gas--with consequences: the absconders are extorted for money.... Read all",12m,Fahrerflucht
229,7.4,--,Deva Palmier,Deva Palmier,"Glenda, an unemployed misfit, falls in love with Freddie, her goldfish. As her search for work flounders, her love for Freddie deepens and she feels her place is at his side...",10m,Fishy
230,--,--,Anthony Volastro,Manuel MontesAnthony Volastro,A priest will stop at nothing to prevent the woman and child that he loves from leaving him.,15m,Another Night
231,7.8,--,Cynthia Liu,Cynthia Liu,A playwright tired of dating Mr. Wrong goes on a blind date with an actor who turns out to be Mr. Wrong and Mr. Right.,25m,Red Thread
232,--,--,Clara Glynn,Clara Glynn,"Shopping for a new couch pushes Sam over the edge and he announces that he can't do this anymore with Judy and that they are finished. The two break-up and begin to split up their possessions. However, like the song says, breaking up is hard to do.",9m,Unscrew
233,8.0,--,Dale Fabrigar,Glenn Magas,"An inexperienced young man and a call-girl meet in a motel room... their brief and intimate time together reveals unexpected truths. A poignant story of moral dilemma, personal responsibility and innocence lost. They say you never forget...",26m,First Time
234,7.7,--,Stéphane Ly-Cuong,Stéphane Ly-CuongFabien Paul,"Francois picks up the handsome and much younger Nicolas. The morning after, they travel back in time to the era of Disco, when Francois was young.",17m,Paradisco
235,6.4,--,Michele Andina,Michele Andina,A young photo-lab assistant falls in love with a guy in a picture he develops.,16m,Fotostar
236,7.0,34%,Ilo Orleans,Ilo Orleans,When two men meet through an Internet chat line they really seem to click but first impressions are sometimes fleeting. Will what lies beneath the beautiful young bodies and faces lead to a longer relationship?,6m,Click
237,6.4,--,Duane Hopkins,Duane Hopkins,"In a small rural village, a boy and girl have a fight and each storm off their separate ways. The day passes and the boy realises that he shouldn't have a made a big deal out of the argument and tries to get in contact with his girlfriend. He takes his bike and sets out to try and find her before the end of the day.",15m,Love Me or Leave Me Alone
238,--,20%,Celeste,Celeste,,18m,The Golden Arrow
239,7.3,--,Rick Ross,Rick Ross,"Robbie and Maddie, two religious teens, repent of a sin they have obviously just committed in her parent's bed.",9m,Backslide
240,8.0,--,Sarah Johnson,Sarah Johnson,"Alyssa is an attractive woman - a witty sex therapist who's together and self possessed. However, her own love life has left her flat. She has no trouble meeting men, they're interested, and then she discloses something about herself that leaves them cold: she has alopicea - she's hairless. She does have a best friend, Dave, who encourages her to be less self-consciou... Read all",17m,Hairless
241,--,--,Björn Thönicke,Björn Thönicke,Add a plot,22m,Heimspiel
242,6.7,--,Sean Michael Beyer,Sean Michael BeyerPaul Katami,Add a plot,9m,Rapid Guy Movement
243,7.8,--,Shawn Ku,Shawn KuAnnMarie Milazzo,"In this twisted musical comedy, Mortie falls in love with the corpses who come through his morgue until a vulnerable nurse teaches him to love a woman who is alive.",25m,Pretty Dead Girl
244,7.0,--,Colette Burson,Cherien Dabis,"Goth-girl Cindy admires beautiful Laurie from afar, until the night when she dresses as a boy for the prom. Will this gender-bending Cinderella find true love when she leaves behind her little black boot?",16m,Little Black Boot
245,6.4,--,Katherine Brooks,Katherine Brooks,"Kate rejects her boyfriend Jess for a fling with her philandering cousin, Victoria. Her love for the older woman is implicitly unrequited.",13m,Finding Kate
246,6.3,--,Larry Kennar,Larry Kennar,"Two guys bail on a wedding, head to a strip club, and end up in a hotel room ...",29m,Spokane
247,7.0,--,Dara Resnik,Chad Gomez Creasey,"When Jess tells Grant that the reason she's breaking up with him is that he's not Jewish, he decides to convert. Then he discovers that learning Hebrew may not be the hardest part...",20m,Great Lengths
248,5.9,--,Kian Kaul,Andrew Helm,"Perry is a likeable enough guy with quirky tastes and a rather sad track record in the ways of the heart. Alice is his best friend, a sharp, artistic woman with a heartbreaking past -- one she still hasn't come to grips with. Morgan is a blunt, striking goth-chick who knows the effect she has on men and how to use it to her advantage. When Perry meets Morgan at a part... Read all",32m,A Gothic Romance
249,--,--,Ross Bark,David Wiseman,,--,Language of Love
250,7.8,--,Tom Tykwer,Tom Tykwer,"While he is receiving an enigmatic phone call from his girlfriend Francine, Thomas remembers the milestones of their relationship, from the very moment they met in a strange way. A segment of Paris, je t'aime (2006).",10m,True
251,4.5,--,Aaron Morgan,Aaron MorganEric Vespe,"A man in a bloody shirt enters his apartment. He's Vesser. His phone rings; his friend Sam invites him to join them for dinner the next night to meet a woman newly hired at a local museum. Vesser accepts and at a restaurant the four enjoy conversation. She's Angela, the museum's new night cataloger; she describes a new artifact, an English head crusher. Vesser perks u... Read all",13m,Blind
252,6.3,66%,Dallas Campbell,Dallas CampbellJohn Edwards,"No Deposit, No Return is the first short film to emerge from Rocliffe. It is a ten-minute romantic tale, about a desperate woman who breaks into a sperm bank, only to find love with the kind-hearted security guard.",12m,"No Deposit, No Return"
253,7.2,--,Gilles Bindi,Gilles Bindi,How would a young socially timid guy taking up Doctorate in Philosophy approach a cute guy who works as a hairdresser and express what he truly feels for him?,12m,"One Fine Day, a Hairdresser"
254,6.7,19%,Dan Castle,Dan Castle,"Michael, at his beach-home in Australia, is avoiding phone calls regarding his dear lifelong friend and former lover of two-years Chris who is dying back in Boston, America. While trying to write, he is disturbed by the noisy surfers next door as they get ready for a weekend away of surf. C.K., one of the surfers, remains behind to surf the local beach. At the beach c... Read all",30m,The Visitor
255,7.0,--,Lewis Martin Soucy,Lewis Martin Soucy,A woman invites a man for one last drink at her place...,8m,Handicap
256,7.5,--,Camille Cellucci,Jacquie BarnbrookCamille Cellucci,"When a 30-ish overweight frump is pressured by her overbearing, plotting Mother to get her act together and get a man, she agrees to one last blind date and takes matters into her own wardrobe.",18m,Wear Something Nice
257,--,--,Aleksandr Itygilov,Aleksandr Itygilov,,23m,Kavoman
258,7.3,--,Dan Zeff,Dan Zeff,"Sweetnightgoodheart is a short-film about a man that prepares to make a huge change in his life; but all doesn't exactly turn out as planned and it all turns in the opposite direction from what he originally planned. As the plot continues the issues just get more extreme, Pete ends up with a very, very big problem that can not be... You guessed it, or you didn't; it c... Read all",9m,Sweetnightgoodheart
259,6.2,--,Eric Lacroix,Eric Lacroix,,7m,Des fleurs pour Irma
260,6.2,--,Barnabás Tóth,Szilárd PodmaniczkyBarnabás Tóth,Add a plot,29m,Getting Even
261,7.1,--,Todd Hughes,Todd HughesGertrude Stein,"From 1911 to 1946, Gertrude Stein and Alice B. Toklas lived together in Paris as husband and wife. Although they were not ""out"" as lesbians, the inseparable duo forged a prophetic and enduring same-sex union. In HUBBY/WIFEY, a modern lesbian couple shares a fever dream with their foremothers, Gertrude and Alice, of the joys and trials of gay marriage. The film pays ho... Read all",7m,Hubby/Wifey
262,6.1,--,Bradley Scott,Michael Lippman,In any relationship there are things we hate about the other person. It's not wise to tell them and it's not wise to keep it bottled up. But then if they are sleeping when we tell them...,12m,I Hate You
263,7.2,89%,Ari Sandel,Kim RayAri Sandel,"A musical comedy set in the fast-paced, fast-food world of dueling falafel restaurants on the West Bank.",21m,West Bank Story
264,9.5,--,Nicholas Tucker,Mark Hefti,"A man falls in love with a phone-sex operator, who turns out to be his male neighbor.",20m,Play Ball
265,6.8,--,D.C. Douglas,D.C. Douglas,A blend of 60's Technicolor European romp and post-modern cynicism.,21m,"Duck, Duck, Goose!"
266,7.7,--,Olaf Saumer,Olaf Saumer,A lonesome boy finds his love at Christmas eve in a video-shop...,15m,Stille Wasser
267,--,--,Jesse AlbaMathew Klickstein,Jesse AlbaMatty CarvajalFabian Castillo,The world-famous Kids of Widney High --a group of young adults with developmental disabilities in a unique rock band-- improvise a series of fascinating and hilarious vignettes over a two-hour dinner at a posh Beverly Hills restaurant. Topics of conversation run the gamut between earthquakes and eyebrow fetishes.,17m,Dinner Time
268,7.0,--,Álvaro Pastor,Antonio NaharroÁlvaro Pastor,Elías is just beginning his career as a high school teacher and just beginning his relationship with Pedro when he finds out that he's HIV positive. How will he tell his new lover?,24m,Invulnerable
269,--,--,Erica Jordan,Latoya LaceyPrintyce Ragland,"""On tha Wise"", a faith-affirming romantic drama, chronicles the troubled relationship between a woman and her less-than-perfect boyfriend.",--,On tha Wise
270,--,--,Tony Cane-Honeysett,Tony Cane-Honeysett,Add a plot,--,First Date
271,8.2,--,Robert AlfordNancy Cheryll Davis,Robert AlfordSheri Bailey,A young woman struggles to hold on to her hard won sense of peace when the one true love of her life returns after a long absence,35m,Summer Dreams
272,7.3,--,Thomas Fröhlich,Thomas Fröhlich,"An office drone's daily drag to work is lightened up by the sudden appearance of a lovely woman. From this day on he looks forward to meeting her at the streetcar stop, until one morning she...",9m,Morgenschwarm
273,8.4,--,Scott Schofield,Jenelle Riley,,14m,The Swap
274,6.1,--,Cassandra Nicolaou,Cassandra Nicolaou,"On a late hot summer afternoon, Rebecca and Claire make love in bed and discuss their rocky relationship.",10m,Why I'll Never Trust You (In 200 Words or Less)
275,6.7,--,Arthur de Pins,Arthur de Pins,Gerard is dealing with an unwanted sex change.,9m,Géraldine
276,6.7,--,Michael Marco,Shannon Burgan,"DOA: A Coroner's fairy Tale is a fable of the most romantic, obsessed, love affair ever known.",6m,DOA: A Coroner's Fairy Tale
277,--,--,John Akin Jr.,John Akin Jr.Meghan Williams,"Immersed in the local swing dancing scene, Carter loves the bands, the people, and feeling and interacting with the music, but her partner D's competitive drive to ""be the best"" threatens to end their partnership and their friendship.",28m,Jump Blues
278,--,--,Jonathan Katzeff,Jonathan Katzeff,Add a plot,10m,Flickpingis
279,5.9,--,Veit Helmer,Veit Helmer,"A weary donkey causes a huge traffic jam on a busy road in Tbilisi. The donkey refuses to budge. Outside the city, a bull is attracted by the red dress of a pretty girl and chases her.",8m,Georgian Summer
280,8.2,--,Anant Mathur,Amar KumarAnant Mathur,"Mr. Shrivastava is trying get his son, Rahul, married to his friend's daughter, Ishaa.",11m,Rahul's Arranged Marriage
281,6.1,--,Shahriyar Latifzadeh,Shahriyar Latifzadeh,A film for everyone who wants to find love. A romantic drama about Ben who wants his last day in Gothenburg to be unforgettable.,28m,Love 2000
282,4.5,--,Jeremy HermanHuck Melnick,Jeremy Herman,A young man pretends to be a yacht-owning mogul to impress the girl of his dreams.,29m,My Yacht
283,--,--,Martin Wagner,Martin Wagner,Two disillusioned subtitles are waiting for a film to start.,6m,The Subtitles
284,7.0,--,Arne Ahrens,Arne Ahrens,"In the world of her dreams it's all about love, happiness and a guy named Tomek. But in reality Hanne is rather shy, yet she is a pickpocket. And Tomek seems unapproachable to her. In the course of a heist she runs into him. She meets him in a bar - that's her shot! But as it turns out Tomek is found suspicious of thievery.",20m,Großstadträuber
285,6.4,67%,Kimberly Williams-Paisley,Kimberly Williams-Paisley,"Inspired by a real-life condition, ""Shade"" is the fictional story of Laura, a woman who has lived with a debilitating genetic defect that prevents her from ever seeing the sun. After living under the protection of darkness for thirty years, one sunny afternoon, Laura faces a choice that could cost her her life.",14m,Shade
286,7.5,--,Richie Keen,Heath CorsonRichie Keen,An accountant becomes the talk of Hollywood when he wins two front-row tickets to the Academy Awards.,26m,Hooked
287,7.7,--,Jesse Dykstra,Jesse Dykstra,"Handed a life of money and power, a promising young man leaves a party and chases after a girl.",7m,Green Season
288,6.1,--,Frederic Eger,Frederic Eger,"Ronny, a dramatically self-centered and over self-indulgent yuppie, makes a stupid joke to his Cindy, a liberated XXIst executive woman type. No matter what Ronny will try for the sake of reconquering his love : the hate will now only grow stronger and stronger until the inevitable happens.",24m,Ronny & Cindy
289,--,--,David Norian,David Norian,"A chance, momentary encounter between a man and a woman he sees asleep in a passing car.",8m,Seeing a Sleeping Woman
290,6.9,62%,Sean Bloch,Sean Bloch,"Seemingly alone in his father's sleek Manhattan apartment, motherless Oliver is woken by the sounds of sex, and quickly finds that his father, Mark has brought home a young woman, Melody. Oliver then embarks on a mission to seduce her into becoming his mother. After a successful ambush, Oliver convinces the nameless woman to sit with him while he draws her portrait; h... Read all",13m,The Milky Way
291,6.8,--,Phillip Van,Simon P. Biggs,"In the near-future, a woman whose robotic husband fails to meet her standards returns and upgrades him for a better version with standards that she now fails to meet.",9m,High Maintenance
292,7.3,--,Mark Davis,Mark Davis,"A pumped-up, overblown thriller of a mini-teen-flick which gets rudely invaded by sci-fi as the class reject stalks the prom queen and gets more than was advertised on the packaging.",15m,Plastic
293,--,--,Christina Beck,Christina Beck,Add a plot,6m,So Hot for You
294,6.1,--,Isabella Vincent Chan,Isabella Vincent Chan,"Two unrequited lovers from a convent school have a fateful meeting many years later. This heartbreaking, touchingly bittersweet film examines the fears and frustrations of attempting to establish a first same-sex relationship.",12m,Sugared Peas
295,4.3,--,Keith Odett,Keith Odett,Add a plot,18m,Greater Than a Tiger
296,--,--,Alain Deslongchamps,Alain DeslongchampsCristiana Nicolae,"Trapped in his stressful daily life, a man sees his journey disrupted by a quarter and a woman.",4m,Five Minutes
297,4.9,86%,John Palmer,Anthony FureyJohn Palmer,A film about the rise and falls of relationships including a women who is dating someone that is a bit of a delinquent.,44m,The Archer
298,7.2,--,Andrew Kenneth Gay,Andrew Kenneth Gay,What would Jesus do if he were a teenage lesbian? That's the question Jamie wishes someone could answer for her as she struggles with her secret crush.,--,Melissa with a Heart Around It
299,7.9,90%,Aleksandr Petrov,Ivan Shmelyov,"In nineteenth-century Russia, a teenage boy in search of love is drawn to two very different women.",26m,My Love
300,--,--,Chelsea McCormack,Chelsea McCormack,A couple tries to spice up their love live with disastrous results.,12m,Between the Sheets
301,7.2,--,Andrew Kenneth Gay,Andrew Kenneth Gay,What would Jesus do if he were a teenage lesbian? That's the question Jamie wishes someone could answer for her as she struggles with her secret crush.,--,Melissa with a Heart Around It
302,7.9,90%,Aleksandr Petrov,Ivan Shmelyov,"In nineteenth-century Russia, a teenage boy in search of love is drawn to two very different women.",26m,My Love
303,--,--,Chelsea McCormack,Chelsea McCormack,A couple tries to spice up their love live with disastrous results.,12m,Between the Sheets
304,6.0,69%,Kevin Castro,Beverly BrandtJanus Cercone,A disinherited heiress winds up taking a hotel job so she can pay off her huge debts.,17m,Room Service
305,7.8,--,Thom Harp,Thom HarpMike Standish,"A fortune cookie writer accidentally sends a love letter to his ex-girlfriend out into the world as fortunes, leading the city's lonely hearts to converge on his romantic rendezvous.",20m,Fortune Hunters
306,6.6,--,Ángel AlmazánMedardo Amor,Ángel AlmazánMedardo Amor,"Enrique and David (who calls himself Groucho because of his love for the Marx brother of the same name) have been neighbors in the same apartment building for years - Groucho's family living in the apartment directly above that inhabited by Enrique and his long time partner, Andres - but only know each other in passing. Groucho, still a minor, manages to infiltrate hi... Read all",18m,Groucho
307,--,--,François Gamaury,François Gamaury,,10m,Comes Undone
308,--,--,Catia Peres,Andras GerevichCatia PeresJules Powell,"When Eleanora needs to change her routine, she takes her partner Bert on a reflective tour of her imagination and exposes the monotony of their lives. Is Bert prepared to roll with the changes to save their relationship?",8m,Synchronoff
309,6.2,--,Rafael Cortes,Rafael CortesMark Charles,"A young woman's perspective is darkened after being involved in a car crash with her husband. In her partial sighted state, she discovers that their relationship and their whole lives have changed.",--,Door Out of the Dark
310,7.7,--,Ray Tintori,Ray Tintori,"Bill loves Jane and she loves him, but in this small town, many are jealous of Bill, especially the volunteer firefighters. Bill calls them cowards, puts out fires by himself, and doesn't cooperate with small-town church values. The local pastor and others conspire against him, and soon Bill has suffered the loss of his arms and other injuries. His old friend Paul sti... Read all",12m,Death to the Tinman
311,7.0,--,Daniel Cormack,Stephen Betts,"In London, the executive Michael and his wife Amelia have successful upper class lifestyle, living in a comfortable house, having a fancy car with driver and showing a great respect and affection to each other. However, Amelia has a lover in coma in the hospital, and she frequently visits him and pays the expenses of his treatment. While traveling to Milan in a busine... Read all",10m,Amelia and Michael
312,8.6,--,Alex Goddard,Alex Goddard,Three school students perform in a school drama performance but a more realistic account of their relationship can be seen as they party in a cheap motel cabin.,11m,Untitled/The Trees
313,7.5,48%,Nicola Marsh,Nicola Marsh,Add a plot,15m,Last Exit
314,--,--,Djamel Bennecib,Fabienne Mahé,The amorous tensions between two young gay women struggling to catch just a glimpse of happiness.,6m,Un aperçu du bonheur
315,--,--,Donna Vermeer,Roland BarthesDonna Vermeer,,12m,A Lover's Discourse: Fragments
316,--,--,Jon Rafman,Jon Rafman,"A man, tortured by a vague memory, interviews three women to see if he met them in the past.",10m,City Girls
