,IMDB,RT,Direccion,Guión,Argumento,Duración,Título
181,6.0,--,Chris Niemeyer,Jürg BrändliChris Niemeyer,"In a private prison, Dr. Block manipulates the perception of time of a prisoner. When Claire Lobos, a psychologist of the Institute, becomes aware of what's going on, she has to use the same methods to rescue both the prisoner and herself.",15m,Timing
182,5.6,--,Mathijs Geijskes,Hugo HaenenRifka LodeizenJacob Derwig,Originally Daan along with his little daughter just wanted to pick up his pregnant wife. However some things come into the way...,9m,Papa's kleine Meid
183,--,--,Koen van Meeuwen,Koen van Meeuwen,"A young woman is interrogated by two police officers, but is she really in a police cell?",4m,Het kruisverhoor
184,7.1,50%,Elle Travis,Elle Travis,"A group of friends make a trip south of the border. While having the time of their lives, one couple discovers that the world is much crueler than they would have like to have known. After having a car accident, Amy and Rob are taken to a Mexican prison and tortured.",29m,Broken
185,6.7,--,Adrian Garcia BoglianoRamiro García BoglianoJorge Molina,Adrian Garcia BoglianoRamiro García BoglianoJorge Molina,Three stories about men and women in terminal situations.,35m,Dolman 2000
186,7.0,--,Rolf Gibbs,--,"This short but lyrical piece of cinema can be described as a thriller, a horror film, a comedy, a religious epic, a tragedy, an action flick, or as a Motion Poem about 30,000 feet.",5m,G.
187,6.7,80%,James Cunningham,James Cunningham,"A mutant hero, a virtual bank heist. A digital action thriller. A three fingered virus is let loose on a computer system with the express purpose of erasing a student loan.",8m,Infection
188,6.4,--,La Monte Edwards,La Monte Edwards,"After Lee Fuller's sister dies from a drug overdose, he decides that is is time for vengeance. Lee begins to ""take out"" the dealers on route to the top dog, Donovan, and is placed on watch by two detectives. As things get out of hand we begin to learn more and more about this Vigilante.",--,Vigilante
189,6.6,52%,Holger HeilandTim Luna,Holger HeilandShawn Simons,A stranger who has lost his way asks for directions in an obscure looking bar. It seemed like a good idea at the time...,13m,Tangled
190,7.1,--,Bruce BranitJeremy Hunt,Bruce BranitJeremy Hunt,"A section of a highway is blocked off so that a plane can make an emergency landing on it. However, there are two people still driving on the highway: a man in an SUV and an old lady in a Lincoln.",3m,405
191,--,--,James P. Gleason,James P. Gleason,,--,Anniversary Retreat
192,6.6,--,D. Charles Griffith,D. Charles GriffithStephen Winter,"A night out for two ""friends"" turns mysterious when a new guy arrives on the scene in New York City.",--,Safe Sex
193,7.8,--,Wayne Orkline,Wayne Orkline,Add a plot,17m,Gamblin'
194,8.5,100%,Chris McCaleb,Chris McCaleb,,--,Murmur
195,8.1,--,Tanya Reihill,Tanya Reihill,"Lenny, a small-time street Bookie, in a desperate attempt to pull in a bad debt, begins a high-stakes game he can't afford to play...",12m,Betting the Game
196,7.2,100%,Ramzi Abed,Ramzi Abed,"The story of a young family on a busy, dreamlike day. The wife has an important interview at a downtown art gallery, and doesn't want to miss it. They decide to leave little Bobby at home, while they gather up her portfolio. Once they arrive, the wife tells her husband to wait in the car for ten minutes.",8m,The Interview
197,7.2,100%,Leslie Anne Smith,Leslie Anne Smith,,17m,The Translator
198,7.3,--,Peter Kocyla,Peter Kocyla,Add a plot,10m,Paranoia
199,5.5,--,Samuel Vartek,Samuel Vartek,"Surreal dark comedy/tragedy centering on the romantic tragedies of clockmaker Richard Dock, who must navigate through a Kafka fantasy world and choose whether or not to save his ex-wife's life by killing an innocent woman.",10m,Holiday on the Moon
200,--,--,Nicklas AntonssonNiklas HolmbergChristoffer Jonsson,Nicklas AntonssonNiklas HolmbergJoakim Hübinette,,14m,Killer
201,--,--,Hugo Harris,Hugo HarrisLúcio Mazzaro,,12m,Mensagem
202,7.1,--,Michael Feit Dougan,Michael Feit Dougan,,--,I/O Error
203,6.2,--,Glenn Forbes,Glenn Forbes,"In the future, a shared addiction to televisual technology haunts the lives of new mother Miranda, and twenty-five years later, her grown daughter, Jane. A government agent, The Collector, tries to end it, one way or the other.",21m,Amplifier
204,4.7,--,Helen Mirren,Crispin Whittell,"An adaptation of Keith Laumer's short story, ""Placement Test,"" about a woman's struggle against a futuristic bureaucracy, whose central computer accidentally classifies as being expendable.",--,Happy Birthday
205,7.9,--,Max Linder,Wolfram BergerWolfgang FietzEva Linder,,6m,Don't Kill
206,7.6,--,Hjálmar Einarsson,Hjálmar EinarssonSölvi Jónsson,A film noir set in early 50's about a novelist who thinks he's being blackmailed. But soon he discovers that it reflects his own past. He will not write his way out of this one.,30m,Gildran
207,5.3,--,Reese Van Allen,Carter Shackelford,"A dark, psychological tale about a man whose internal demons refuse to stay on the inside.",15m,Love Leprosy
208,5.3,25%,Ben Stassen,Kurt FreyBen Stassen,"This IMAX 3D film follows a young musician, Johnny, as he explores his mysterious new home bequeathed to him by his deceased mother. Johnny quickly finds that something is amiss as ghosts and the devil himself welcome him home.",38m,Haunted Castle
209,7.9,--,Tyler Spangler,Tyler Spangler,"An unhappily married woman and her naive lover plot to murder her abusive husband. Unfortunately, their plan completely unravels, and they soon find themselves trapped by their own ill-conceived scheme. A gripping suspense thriller, told in real time.",9m,Killing Time
210,6.3,56%,Michael HorowitzGareth Smith,Michael Horowitz,"A young man's troublesome dreams lead his girlfriend to make a bizarre discovery in this quirky short film. Brian is an advertising exec who reveals the details of his lusty dreams to his girlfriend. But when she stays awake to watch him sleep, she finds that he has a clone who wants to take over!",14m,Doppelganger
211,7.9,--,Leone Marucci,Leone Marucci,,--,Meddle and Steal
212,6.4,--,Christophe Van Rompaey,Christophe Van Rompaey,A young girl wakes up in the trunk of a car. This is not how she imagined her birthday...,9m,Oh My God?!
213,5.6,--,Adam Consolo,Willie Boy Jr.Adam Consolo,Add a plot,31m,The Brothers Grim
214,--,--,Doug Torres,Geoffrey J FelderJennifer LondonTom Shillue,,22m,Go Jimmy Go
215,8.2,--,Michael Condro,Michael Condro,Add a plot,23m,Little Ricky
216,7.1,--,Paul Budnitz,Paul Budnitz,A lonely hitman known only as the Watcher is addicted to a drug supplied by his employers. He follows a girl home one night...,14m,Ultraviolet
217,7.7,--,Ivo Martijn,Ivo Martijn,,7m,Drowning
218,--,--,Jason Margolis,Jason MargolisTanya ReidMichael Scholar Jr.,,--,Hope & Redemption
219,--,--,Arturo Núñez,Arturo Núñez,"Benajmín has to make a decision, between killing himself or killing his father.",16m,Tótem Insecto
220,--,43%,Brandon Wee,Brandon Wee,A married couple bicker over the fact that a notorious serial killer is running loose in the suburbs. He is sceptical and is about to leave for his evening jog around the neighborhood. She is paranoid because she is going to be left alone at home.,19m,All in a Night's Work
221,4.6,--,David Bjerre,David BjerreJesper N. Christiansen,"The story follows professional runner Lisa. On a training run in the forest she comes across The Dark Prince fighting with Archangel Gabriel. Just before he dies Gabriel gives The Word to Lisa. This is the secret key that will lock the gates to hell. With the help of half-angel Arkel and her ex-boyfriend Thomas, she must travel to the gates of Hell to lock them foreve... Read all",35m,Gabriels ord
222,5.9,--,Jonathan Kray,Michel BonsetJonathan KrayJan Willem Peters,"TV news crew, looking for a 'scoop', discover a trashed office space, with only one survivor to tell them what happened. But are they alone...",21m,Deadline
223,7.4,--,Michael Bendner,Michael Bendner,,2m,The Affair
224,6.7,--,Dan Bronzite,Dan Bronzite,A psychiatrist delves into the troubled mind of her patient but finds her unconventional suggestive therapy has horrific consequences...,23m,Absolution
225,9.0,--,J.L. Davis,J.L. DavisAdrian R'Mante,Three young revolutionaries kidnap a former terrorist-turned-diplomat's daughter. But this beautiful debutante is no victim and each of the trio is in for a surprise of their own.,29m,The Diplomat
226,--,--,Sebastien Cholette,Margarita,,5m,Times
227,8.1,--,Terry Montlick,Terry Montlick,"It is 1960. A man is alone in a small office on a job tryout, with only a telephone connecting him to the world. He gets a call, and is soon faced with the most chilling choice of his life.",19m,Telephone
228,5.4,0%,John Coven,John CovenCornell Christianson,A real estate agent shows a house to a woman who is more than she seems.,8m,Repossessed
229,--,26%,Richard Max,Ben Edwards,A comedy thriller. Tony is a has-been DJ for a seaside local radio station. He uses his job to plot the perfect crime.,9m,Dead Air
230,--,--,Santiago Manes Moreno,Santiago Manes Moreno,Add a plot,20m,Of Love and Lead
231,8.4,--,John Baumgartner,Beckham Davis,,--,Are You In?
232,6.8,--,Michael Lalaian,Michael Lalaian,"In the future, overpopulation, polution, bio-chemical warfare, and other factors have destroyed most of the planet. The people who have survived now live in small colonies in abandoned buildings. Joseph is a teenage loner who was forced to leave his colony after mutants destroyed it. He finds a girl in an abandoned school and together they search for meaning in a worl... Read all",20m,Salvation
233,7.7,--,Joel Bender,Sahag Gureghian,"After being released from a mental institution, a young girl begins to believe her best friend has come back from the dead...for revenge...",24m,Jennifer Is Dead
234,6.8,--,Tim Bullock,Tim Bullock,A shoplifter risks paying the ultimate price.,7m,Late Night Shopper
235,8.3,90%,Malik Vitthal,Ismet Prcic,A hit man redeems himself after an encounter with his boss.,15m,sIDney
236,6.6,46%,Tracey D'Arcy,Ronald D. Moore,"Within the walls of a desolate cabin, a man and a woman discover that thin line between love and hatred. Is this the last throes of a romance gone wrong? Or is it an illusory dance with fate?",12m,Another Life
237,6.8,--,Walter Repich,Walter Repich,"A couple are in their home, late at night. Nothing out of the ordinary. At least, until strange growling starts coming from the attic, and the ceiling starts to crack.",7m,The Thing in the Roof
238,7.3,--,Pearry Reginald Teo,Effie FlemingPearry Reginald Teo,A story about a boy who tattoos a ouija board on his back.,27m,Liberata Me
239,5.7,--,Chris Dellorco,Chris DellorcoJames Merendino,A young couple with car trouble end up at a strange house to make a phone call. They don't know what to expect from the occupant...,29m,Beware of Dog
240,7.0,--,Jan Braband,Jan Braband,A bank robber escapes across the Danish border and hides in a remote house at the west coast of Jutland. But soon he gets visited by an obtrusive neighbor who wants far more than just satisfying his curiousity.,26m,Our Money
241,7.3,--,F. Javier Gutiérrez,F. Javier Gutiérrez,"Otto, a blue production line worker, discovers the infidelity of his wife, Sarah. The day before their separation, he begins a macabre and twisted revenge...",18m,Brasil
242,6.0,--,Fran Torres,Rafa Russo,Add a plot,25m,Hoy x ti mañana x mí
243,7.3,86%,Virgil Widrich,Virgil Widrich,"Bits of found film and different types of animation illustrate a classic chase scene scenario: A woman is abducted and a man comes to her rescue, but during their escape they find themselves in the enemy's secret headquarters.",14m,Fast Film
244,8.8,--,Reese Nanavati,Reese Nanavati,A night in the life of a young chronic insomniac suffering from tormented delusions and frightening visions of his past.,31m,An Insomniac's Nightmare
245,2.9,--,Mike Moncada,Henry BadaPeter Campbell,A Master Criminal needs to test the depths of his immorality by choosing the woman he loves as his next victim.,25m,Name of the Rose
246,6.6,--,Marc Malze,Marc MalzeEdgar Allan Poe,A young man feels being watched by his old landlord's vulture-like eye.,15m,Das verräterische Herz
247,6.3,--,Frédéric D'Amours,Luke Bélanger,Add a plot,26m,Ice Cold
248,6.8,--,Martin Menzel,Henner KotteMartin Menzel,"Some nightclubs can be dangerous places. A wistful glance, a hot flirt, and a passionate dance. Frank, an attractive, melancholy man, has conquered Sylvia. The one-night stand then ends with wild kisses while driving. A dull impact. A woman's corpse on the wet asphalt. Frank pressures Sylvia to simply give gas--with consequences: the absconders are extorted for money.... Read all",12m,Fahrerflucht
249,6.4,--,Thor Bekkavik,Thor Bekkavik,One night a woman finds some videotapes that lead her to a chilling personal discovery,8m,Solitaire
250,7.1,--,Erik Etschel,Barbara GrascherSelma Mahlknecht,The story of three murderers who are trapped in a room that gets filled up with water. Who will survive?,--,Armer kleiner Mörder
251,7.8,--,Lucrezia Le Moli,Lucrezia Le MoliEdgar Allan Poe,,12m,Il gatto nero
252,8.7,--,Devon Greggory,Devon Greggory,"Destiny's Child is a breathtaking drama that establishes three cast of characters set against the back drop of one dark night, and intertwines them on a wild twisted ride that allows them to choose between life and death in this hard-hitting piece about fate, family, and making choices. Follow Jay, Danielle and Detective Rick, separated by less than six degrees of sep... Read all",22m,Destiny's Child
253,5.7,--,--,--,--,10m,The Patchwork Monkey
254,--,--,Brandon Bartkowiak,Brandon BartkowiakLucas Ostrowski,"""Gabbin' Gary"" is a mild mannered guy whose job is a talk radio disc jockey. When Death calls into his show to have a haunting debate about mortality, Gary quickly becomes caught up in a game of cat and mouse. In the end, Gary realizes that somebody must die to be the winner.",10m,Airplay
255,6.3,--,Matthew Fishman,Matthew Fishman,,30m,The Petting Zoo
256,5.3,--,Michael A. Martinez,Jesper Pingo Lindström,A small group of soldiers on a remote dew-line outpost in northern Canada discover that scientific experiments conducted there have created a horrible monster that has been terrorizing the base.,22m,Chimera
257,6.6,--,Christian Matzke,H.P. LovecraftChristian Matzke,"In the year 1920 two Miskatonic University graduates are practicing medicine by day and trying to revive the dead by night. Herbert West is prepared to go to great lengths to see his theories through to fruition, and when his fellow doctor is called away Herbert takes advantage of a golden opportunity. But with Dr. Helder's return we learn how imperfect Herbert's solu... Read all",17m,An Imperfect Solution: A Tale of the Re-Animator
258,8.1,45%,--,--,--,24m,Shotgun Wedding
259,6.0,--,Alexander FuchsRoland Schäfer,Alexander FuchsRoland Schäfer,A stalker called Richter is led to an abandoned cinema while observing a young woman. Inside the empty building he loses the woman but finds clues to a plot against him. When returning the third time to the spooky place he finally finds out the startling truth.,14m,ID
260,7.2,--,Josh Finn,Josh Finn,"A man trapped in an office building tries to escape as a series of strange, ""Twilight-Zone""-esque events force him to confront his past and, ultimately, his father.",20m,Time Enough at Last
261,8.1,--,Ty Granoroli,Lisa Klink,You are among the guests on the Conpernicus space station. Voyager's Doctor is there as well to analyze which guests have a special strain of DNA resistant to Borg assimilation. Then the Borg attack. Is there a way to escape?,22m,Star Trek: The Experience - Borg Invasion 4D
262,8.1,--,Lawren Bancroft-Wilson,Lawren Bancroft-Wilson,"For a little boy named MacLaren (Riley Canter) his toys are his only friends. However as a rift between MacLaren and his inanimate friends form, they quickly begin to suspect each other. As MacLaren grows more and more paranoid of the toys plotting against him, he begins to learn that you can't always grow out of your toys. Sometimes they simply won't let you.",13m,Our New Toy
263,6.8,60%,Shunit Aharoni,Gudis Schneider,,30m,Door to Door
264,6.6,--,Moon Unit Zappa,Moon Unit Zappa,Knitting never looked scarier.,20m,Ugly
265,8.0,--,Markus Staaf,Heidi HakalaMarko PeräläMarkus Staaf,,18m,Maanantai
266,7.0,--,Peter Kocyla,Oliver MommsenJeanette HainMichael Kind,Add a plot,15m,Kalte Schatten
267,8.6,--,Jamie Neese,Jacqueline CruzJamie NeeseSean P. Traver,A conman uses his psychic wife's abilities to blackmail strangers with their futures.,23m,Mindgame
268,8.1,--,Richard Reay,Richard Reay,"In a darkened room two men come together to play the ultimate game of chance, Carl has nothing to lose, his life already torn apart by addiction and homelessness, but still he clings to hope that things may turn around. The darkman, an enigmatic stranger who is willing to risk a fortune on the thrill of a life time, but is he all he appears to be? After witnessing the... Read all",--,Roulette
269,8.0,55%,Jeff Consiglio,Veronica DiPippo,"Beautiful Sarah (Neel Thompson), subject to fits of depression, overdoses on pills and drowns in her tub. Her grieving roommate, Jackie (Tepe), comforts Sarah's boyfriend, Josh (Muller)...a little too much. They share a secret, arousing suspicion and revealing a web of lies. But tonight, Sarah may still have the last word.",18m,Framed
270,6.0,--,Eva Jin,Eva JinAdam J. Kreps,Add a plot,23m,The 17th Man
271,--,75%,Jeffrey Travis,Philip PowellJeffrey Travis,"Elegy is a horror / thriller poem about an avenging angel clown who confronts a murderous husband with the death of his wife at her funeral wake. Themes of revenge, murder, deceit and karma are explored through rhyming prose and cartoon animation.",7m,Elegy
272,7.8,--,Juan Meier,Juan MeierAdrian TavernaroMarco De Luca,,29m,Fambik
273,4.4,--,João Costa Menezes,Silvana De MenezesJoão Costa MenezesSilvana de Menezes,"Jorge Guimaraes changed houses, job and town in a bid to forget the one who left him. Three months later, all he had was a wait without hope, flies and heat. He ended up killing to kill time. He became known as The Serial Killer.",23m,O Serial Killer
274,9.2,--,Kim Turner,Aaron Settle,The story follows a disturbed man as he drives down desolate roads recounting a familiar story of a young hitchhiker and the hapless driver who picks her up. But why does the story matter so much? And what secret is he keeping to himself?,7m,A Dark and Lonely Road
275,8.6,--,Sean Olson,Sean OlsonDeborah SeteleSteve Weiser,"A group of unsupervised and emotionally neglected children, meet a cruel and untimely death, their killer's silent avocation.",17m,Latchkey
276,6.2,45%,Felix Gönnert,Felix GönnertFrancisco Villarreal,"Lucia discovers some X-ray pictures on her night trip through the hospital. An image of a head stimulates her fantasy--dream and reality dissolve into each other, and her illness takes her to a strange place. Then, hope prevails.",9m,Lucia
277,7.4,--,Laure Hassan,Laure Hassan,"Max spends most of his time in virtual reality, gradually abandoning his own reality for another, more exhilarating, which offers him endless possibilities. But how far will this new addiction take him ?",23m,Le Point Omega
278,--,--,Jonathan Miller,Allison KellmanJonathan Miller,"Charlie Herron is a failure. He is the perfect caricature of a young, struggling artist whose work is unoriginal and bland. It is only with the arrival of a mysterious and seductive art dealer, Liz Meyers, that his life begins to change. When she tells him that his work is ""gutless,"" he resolves to better himself. Unexpectedly, Charlie finds fresh inspiration in the o... Read all",17m,Through Walls
279,--,--,Thomas Gaunt,Thomas Gaunt,"The Payback is a short hard-boiled action thriller depicting the mechanics of a violent revenge. An unknown dock worker is chased down a city alley and savagely beaten by a corrupt union boss and his goon. Once caught, the camera assumes the P.O.V. of the victim alternating between film and video formats with each brutal blow. Inspired by Alan Barone's Blast of Silenc... Read all",2m,The Payback
280,4.9,--,Doveed Linder,Stephen KingDoveed Linder,"When a mysterious stalker strikes at a small campus, the some students find themselves stunned and terrified by the going-ons around them. One student, however, becomes fascinated with the murders.",8m,Strawberry Spring
281,7.2,--,Kristin DehnertAimee Lagos,Aimee LagosKristin Dehnert,A white woman riding the subway system begins to suspect that two non-white men are following her.,11m,Underground
282,7.4,--,James Barclay,James Barclay,"For some, the line between reality and fantasy is easily crossed.",30m,Unchangeable
283,6.5,--,Nicholas Mariani,Stephen KingNicholas Mariani,A young boy has a terrible encounter with a strange man while fishing in the woods. From the award winning story by Stephen King.,20m,The Man in the Black Suit
284,--,62%,Robert Cabrera,Robert Cabrera,"Alone in the house one night, Samantha begins to hear strange noises. Unsure whether it is a real threat or simply her imagination, she investigates. Surprised by an intruder, Samantha hides and a game of cat and mouse take place.",9m,Alone
285,5.7,--,Ingo J. Biermann,David GineverAndré Schneider,"Two drug-addicted, incestuous, rich siblings kill a call-boy to make playing cards out of his skin.",42m,Deed Poll
286,7.4,--,James MatherSteve Saint Leger,James MatherSteve Saint Leger,"Special Agent Darris Cain is on the hunt for an elusive fugitive. His only leads are a reluctant witness held in a military prison and the words ""prey alone"" written in a notebook. Can Cain track him down and discover the true identity of the mysterious criminal?",15m,Prey Alone
287,7.0,--,Steve Piper,Steve Piper,"A man watches a television, obsessively flicking through channels until a glitch occurs on his TV set and he finds himself the subject of surveillance footage, he looks on confused as we pull wide the see that he also is being watched.",4m,Televisual Man
288,6.0,--,Dave Brock,Dave BrockRebecca BrockStephen King,"After purchasing a macabre painting at an estate sale, retired horror novelist Richard Kinnell suffers nightmarish consequences.",21m,The Road Virus Heads North
289,7.6,--,Dave Manzo,Gavin Peretti,"Megan and Trevor are students at an ultra-conservative Christian College, where it is taught that all sin is under the direct influence of demons who are constantly tempting humanity. When they experiment with hard drugs the students experience horrifying hallucinations that may or may not be from below. . .",30m,Follow Thy Master
290,7.0,--,Robert Cabrera,Robert Cabrera,A strange phone call sends a high school attendance secretary on a mission to find the truth behind the mystery.,9m,Phone Call
291,7.3,--,Toby Wilkins,Paul SopocyToby Wilkins,"When a fortune teller refuses to reveal her vision of a Clay's future, he becomes so obsessed with learning the truth that he unwittingly fulfills his fate.",--,Staring at the Sun
292,7.1,--,Alonso Mayo,Alonso MayoEdmundo Paz-Soldán,"Stanley, an image manipulation expert, is up against a fierce adversary in a media battle that will decide the outcome of a political campaign, and of life as he knows it.",18m,Keeper of the Past
293,9.0,--,Corey Giann Antonio,Corey Giann AntonioSebastian Moreira,Add a plot,5m,Friends Like These
294,7.7,--,Ryan Bradford,Ryan BradfordRyen Schlegel,Josh Coen embarks on a twisted odyssey through Salt Lake City to pick up his drunk girlfriend.,21m,3:am
295,7.2,--,Lasse Lindsteen,Lasse Lindsteen,,7m,"Ingrid, Palle og lydene"
296,7.7,57%,Shane Acker,Shane Acker,A rag doll fights a monster that has been stealing the souls of his people.,11m,9
297,8.2,--,Karl T. Hirsch,Karl T. HirschMike McColl,Add a plot,20m,Clown
298,4.1,50%,Alex Ferrari,Alex FerrariJorge F. Rodriguez,"A gun blast, a flash of light, and a young woman awakens to the comfort of her own bed. Bonnie Clayton has it all, a great relationship, a challenging career, and the burden of a dream that grows more vivid and disturbing with each passing night. But when Bonnie is abducted by a sadistic stranger and his colorful entourage, she discovers that the key to her survival l... Read all",19m,Broken
299,--,--,R.N. Millward,Antonio MeitinR.N. Millward,"A Killer, lost on lonely country roads after disposing of the body, has a near-accident. Shaken, he finds his way into a strange ghost town, where he hopes to find directions. But the handful of people he encounters in a Barber's Shop are very odd, and seem to know more than they are willing to say. Befuddled, be exits, and finds he can't leave the town, when suddenly... Read all",16m,Grave Peril
300,6.5,--,Nathan Hill,Nathan HillRobert Louis Stevenson,A unique interpretation of the classic tale of Dr Jekyll and Mr Hyde is told from the perspective of Gabrielle Utterson.,30m,The Strange Game of Hyde and Seek
301,6.8,--,Shawn S. Lealos,Stephen KingShawn S. Lealos,"When Elizabeth Rogan met Edward Jackson Hamner, Jr., she thought it was an answer to her prayers. He helped her pass her psychology final and saved her scholarship just in time for her to leave on summer vacation with her boyfriend Tony Lombard. During that summer vacation, everything changed. After Tony died in a horrible accident at work, Elizabeth thought her life ... Read all",--,I Know What You Need
302,8.1,--,Reese Nanavati,Reese Nanavati,A young boy suffering from schizophrenia takes us through the final minutes of his life.,8m,Nemoc
303,7.9,--,Laura McGuire,Rick AlyeaLaura McGuire,,10m,Laundry Day
304,6.6,--,Louis Per Bruno,Louis Per Bruno,A bewildered man fighting against time finds out to be the perfect undercover agent.,--,The Playmaker
305,5.5,--,Jack Swanstrom,Shane Black,"Vietnam. 1972. US Army Special Forces Major Cliff Marquette leads a squad ordered to investigate unusual reports and secure a remote jungle temple locals believe has mystical powers. The Marines guarding the temple have withheld provisions for days from a Viet Cong prisoner. Despite severe mistreatment, the prisoner mysteriously shows no signs of suffering. Marquette ... Read all",20m,A.W.O.L
306,8.4,--,Adam Schlachter,Adam Schlachter,"The story of a young man forced to deal with the long forgotten past. Jesse, a hardened young man, encounters Alex, a Gospel preaching stranger, while watching over his younger brother, Andy, on a desolate beach. After dismissing the religious rhetoric and realizing Alex's true identity, Jesse reluctantly engages a conversation with him, his long estranged father, pla... Read all",6m,Father Figure
307,7.2,--,Jeff Stolhand,Mike BurnsJeff Stolhand,"The gritty netherworld of the Texas-Mexico border region is a breeding ground for drug dealers, double dealing and snitches that pits ""Legs"" up against DEA agent ""Cornelius"" in a story filled with twists and turns in the hunt for drug kingpin Gallegos.",30m,Third Degree
308,7.5,--,Miguel Ángel EntrenasDexter Goad,Miguel Ángel EntrenasDexter Goad,"Kenneth, a life long pacifist, is intimidated into not reporting the drug gang who allowed his only daughter, Desdemona, to overdose and die. When Kenneth gives in again to these bullies, he is visited by Desdemona's ghost. Desdemona takes her father on a tour of his past, forcing him to face his cowardice and the resulting inaction that led to her death. Kenneth's ex... Read all",10m,Desdémona
309,--,--,Adam Evans,Adam Evans,On his way to work a man can't escape from a Car-Park,12m,Penrose
310,--,--,Mario Dircks,Mario Dircks,"Felix is a normal guy about 20 years old. One day on his way home, he suddenly gets stopped and arrested by the police. Without a reason they put him into a dark cell. Soon he realizes, that he is part of a deadly game.",24m,Der Häftling des Monats
311,6.9,--,Sylvie Bolioli,Alfred HitchcockSylvie Bolioli,"Based on an original story written by Alfred Hitchcock in 1919 and never brought to the screen before, GAS is the tale of the surreal anxieties and imagined horror of a woman's trip to...",12m,Gas
312,8.1,57%,Steven Minor,Rashim Cannad,"After losing his wife and daughter to another man, Philip decides to commit suicide by hiring a hitman. But a chance encounter in Vegas gives him a new thirst for life. Now he must convince the hitman, standing on the other side of the door, to let him live.",28m,Hit Me
313,--,12%,Tony Cruz,Tony Cruz,Two men are held hostage by a religious zealot who uses the sermons of prominent Evangelical Christians to inspire a twisted form of spiritual cleansing.,15m,Broken
314,6.9,--,Daniel Fajemisin-DuncanJonathan Pearson,Daniel Fajemisin-DuncanJonathan PearsonStephen Follows,'Space Chase' is a fast-paced short film from Catsnake Studios. Our hero and heroine become locked in a frantic race using elements of Parkour to reach their goal.,--,Space Chase
315,7.9,--,Antoine Jullien,Antoine Jullien,"The detective Victor Deferre inquires into the disappearance of a girl called Victoire Marchand. He gathers various testimonies, clues, and fingerprints collected by the police force. Thanks to his investigation, he finds a plausible a suspect, Carla Loumis, who was the assistant of professor Pauwells. However, Pauwells was withdrawn in order to continue its research ... Read all",30m,Les innocents
316,6.8,--,Mats Karsvall,Mats Karsvall,"The film begins with authentic statements from American intelligence officials, describing Sweden as a naive country and a home for terrorists. Then we follow a man from the Middle East through the streets of Stockholm. At the American Embassy, an operation starts off. According to their intelligence, the man is a terrorist heading for a terrorist cell. They follow hi... Read all",14m,Backyard Suicide
317,5.8,--,Robert Zimiga,David Pettine,"Sheldon loved Truman Capote. He wanted to be just like him and write a bestselling novel about a real life murder. But mysterious unsolved atrocities don't just happen in your neighborhood everyday. But then sometimes, they do.",22m,Martyr
318,4.3,--,Heidi Miami Marshall,Joshua GoldfondJohnny Sanchez,"A Resistance member returns home to learn that the man she once loved now works for the government she is committed to overthrowing. Soon after, they are both arrested and are forced to choose between death and torture as the only way out.",16m,A Through M
319,--,--,Daniel Frazier,Daniel Frazier,A desperate fugitive holds a woman hostage in her own house as he waits for his brother to pick him up.,13m,Patience
320,6.2,16%,Jay Holben,Stephen King,Two girls named Pamela and Rebecca wake up after a night of heavy drinking and get paronoid about what they got up to the night before.....,8m,Paranoid
321,6.6,--,Shûhei Morita,Shiro KuroShûhei Morita,"A young boy named Hikora enters the ruins of a forbidden city with a group of other children to play ""Otokoyo"" (a game of hide-and-seek where the players are said to be kidnapped by ghosts and demons) to find his missing sister.",25m,Kakurenbo
322,4.8,40%,Tom ChettoeCraig Luck,Callie CooperJames Callum EggletonKamar Yasin,"A young man, Michael, wakes up in an old decrepit room. He doesn't remember how he got there, or more importantly why he is there. Also in the room, is the mysterious 'unnamed' character, the shape. Through the use of non-linear narrative and flashbacks, it is gradually revealed why Michael is where he is and who exactly the shape really is.",10m,Retribution
323,7.1,--,Brian Haynes,Brian HaynesStephen King,"Briggs Sheridan is not that bad a guy, but he's going to have to fake it if he wants to survive the next four days. He owes Mr. Reggie fifty grand and it's time to pay up. Mr. Reggie has a solution, though . . . a job. All Sheridan has to do is complete one simple task and he will make it through the week with all of his body parts intact, as long as the job doesn't k... Read all",24m,Popsy
324,6.0,--,Sarah Sterchele,Matthew BalkeStephen King,"The film follows a gunslinger's quest to find his betrayer and enemy, The Man in Black. He discovers an abandoned town and it is there where he encounters a trap set by The Man in Black.",12m,Walking Ghost
325,7.6,--,Jaime Mengual,Christine Stoeber,A young woman returns home to find an intruder in her apartment.,11m,An Unexplained Murder
326,--,--,Mark Harris,Mark Harris,,13m,Katrina
327,--,--,Virginie Alexa Andrey,--,,13m,Ana
328,--,--,Andrea La Mendola,Andrea La Mendola,,--,Time - Ancora sessanta secondi
329,5.8,--,Timothy Whitfield,Timothy Whitfield,,15m,Sanity or Survival
330,8.2,--,Vishal Bhardwaj,Matthew RobbinsAnil AhujaAbhishek Chaubey,"This is an 18-minute truth about how one small mistake can change your fate, the fate of people close to you, the fate of your unborn child. And this is a story that no matter how terrible the consequences of such a mistake are - you should not burn bridges after it, committing even more serious offenses, you should always hope that tomorrow will come. This is a film ... Read all",13m,Blood Brothers
331,--,--,Brandon Harris,Brandon Harris,A neurotic young woman begins to suspect her boyfriend is on the down low.,21m,Evangeleo
332,--,--,Heath Franklin,Heath Franklin,Add a plot,--,Confessions
